"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2019年06月21日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","","A1101","","A110101","","A110102",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A110101_総人口（男）【人】","注釈","A110102_総人口（女）【人】","注釈"
"1985100000","1985年度","40132","福岡県 福岡市 博多区","","162,787","","***","","***",""
"1985100000","1985年度","40133","福岡県 福岡市 中央区","","140,707","","***","","***",""
"1985100000","1985年度","40134","福岡県 福岡市 南区","","218,185","","***","","***",""
"1985100000","1985年度","40135","福岡県 福岡市 西区","","122,454","","***","","***",""
"1985100000","1985年度","40136","福岡県 福岡市 城南区","","120,622","","***","","***",""
"1985100000","1985年度","40137","福岡県 福岡市 早良区","","176,724","","***","","***",""
"1985100000","1985年度","40202","福岡県 大牟田市","","159,424","","***","","***",""
"1985100000","1985年度","40203","福岡県 久留米市","","288,574","","***","","***",""
"1985100000","1985年度","40204","福岡県 直方市","","64,479","","***","","***",""
"1985100000","1985年度","40205","福岡県 飯塚市","","138,825","","***","","***",""
"1985100000","1985年度","40206","福岡県 田川市","","59,727","","***","","***",""
"1985100000","1985年度","40207","福岡県 柳川市","","81,863","","***","","***",""
"1985100000","1985年度","40210","福岡県 八女市","","84,556","","***","","***",""
"1985100000","1985年度","40211","福岡県 筑後市","","43,359","","***","","***",""
"1985100000","1985年度","40212","福岡県 大川市","","47,837","","***","","***",""
"1985100000","1985年度","40213","福岡県 行橋市","","65,527","","***","","***",""
"1985100000","1985年度","40214","福岡県 豊前市","","31,985","","***","","***",""
"1985100000","1985年度","40215","福岡県 中間市","","50,294","","***","","***",""
"1985100000","1985年度","40216","福岡県 小郡市","","43,811","","***","","***",""
"1985100000","1985年度","40217","福岡県 筑紫野市","","63,242","","***","","***",""
"1985100000","1985年度","40218","福岡県 春日市","","75,555","","***","","***",""
"1985100000","1985年度","40219","福岡県 大野城市","","69,435","","***","","***",""
"1985100000","1985年度","40220","福岡県 宗像市","","71,389","","***","","***",""
"1985100000","1985年度","40221","福岡県 太宰府市","","57,737","","***","","***",""
"1985100000","1985年度","40223","福岡県 古賀市","","41,311","","***","","***",""
"1985100000","1985年度","40224","福岡県 福津市","","47,504","","***","","***",""
"1985100000","1985年度","40225","福岡県 うきは市","","36,845","","***","","***",""
"1985100000","1985年度","40226","福岡県 宮若市","","33,165","","***","","***",""
"1985100000","1985年度","40227","福岡県 嘉麻市","","54,510","","***","","***",""
"1985100000","1985年度","40228","福岡県 朝倉市","","65,128","","***","","***",""
"1985100000","1985年度","40229","福岡県 みやま市","","51,609","","***","","***",""
"1985100000","1985年度","40230","福岡県 糸島市","","73,649","","***","","***",""
"1985100000","1985年度","40305","福岡県 那珂川町","","30,869","","***","","***",""
"1985100000","1985年度","40341","福岡県 宇美町","","28,594","","***","","***",""
"1985100000","1985年度","40342","福岡県 篠栗町","","22,114","","***","","***",""
"1985100000","1985年度","40343","福岡県 志免町","","33,754","","***","","***",""
"1985100000","1985年度","40344","福岡県 須恵町","","20,085","","***","","***",""
"1985100000","1985年度","40345","福岡県 新宮町","","14,954","","***","","***",""
"1985100000","1985年度","40348","福岡県 久山町","","7,573","","***","","***",""
"1985100000","1985年度","40349","福岡県 粕屋町","","29,027","","***","","***",""
"1985100000","1985年度","40381","福岡県 芦屋町","","18,643","","***","","***",""
"1985100000","1985年度","40382","福岡県 水巻町","","30,062","","***","","***",""
"1985100000","1985年度","40383","福岡県 岡垣町","","27,872","","***","","***",""
"1985100000","1985年度","40384","福岡県 遠賀町","","15,994","","***","","***",""
"1985100000","1985年度","40401","福岡県 小竹町","","11,432","","***","","***",""
"1985100000","1985年度","40402","福岡県 鞍手町","","20,540","","***","","***",""
"1985100000","1985年度","40421","福岡県 桂川町","","13,741","","***","","***",""
"1985100000","1985年度","40447","福岡県 筑前町","","23,868","","***","","***",""
"1985100000","1985年度","40448","福岡県 東峰村","","3,560","","***","","***",""
"1985100000","1985年度","40503","福岡県 大刀洗町","","13,576","","***","","***",""
"1985100000","1985年度","40522","福岡県 大木町","","13,177","","***","","***",""
"1985100000","1985年度","40544","福岡県 広川町","","17,740","","***","","***",""
"1985100000","1985年度","40601","福岡県 香春町","","15,245","","***","","***",""
"1985100000","1985年度","40602","福岡県 添田町","","15,662","","***","","***",""
"1985100000","1985年度","40604","福岡県 糸田町","","11,602","","***","","***",""
"1985100000","1985年度","40605","福岡県 川崎町","","22,746","","***","","***",""
"1985100000","1985年度","40608","福岡県 大任町","","6,943","","***","","***",""
"1985100000","1985年度","40609","福岡県 赤村","","3,987","","***","","***",""
"1985100000","1985年度","40610","福岡県 福智町","","27,231","","***","","***",""
"1985100000","1985年度","40621","福岡県 苅田町","","32,341","","***","","***",""
"1985100000","1985年度","40625","福岡県 みやこ町","","26,117","","***","","***",""
"1985100000","1985年度","40642","福岡県 吉富町","","7,549","","***","","***",""
"1985100000","1985年度","40646","福岡県 上毛町","","8,773","","***","","***",""
"1985100000","1985年度","40647","福岡県 築上町","","25,706","","***","","***",""
"1985100000","1985年度","41201","佐賀県 佐賀市","","242,072","","***","","***",""
"1985100000","1985年度","41202","佐賀県 唐津市","","142,057","","***","","***",""
"1985100000","1985年度","41203","佐賀県 鳥栖市","","55,791","","***","","***",""
"1985100000","1985年度","41204","佐賀県 多久市","","25,831","","***","","***",""
"1985100000","1985年度","41205","佐賀県 伊万里市","","62,044","","***","","***",""
"1985100000","1985年度","41206","佐賀県 武雄市","","54,319","","***","","***",""
"1985100000","1985年度","41207","佐賀県 鹿島市","","34,714","","***","","***",""
"1985100000","1985年度","41208","佐賀県 小城市","","38,915","","***","","***",""
"1985100000","1985年度","41209","佐賀県 嬉野市","","32,983","","***","","***",""
"1985100000","1985年度","41210","佐賀県 神埼市","","32,339","","***","","***",""
"1985100000","1985年度","41327","佐賀県 吉野ヶ里町","","14,911","","***","","***",""
"1985100000","1985年度","41341","佐賀県 基山町","","13,495","","***","","***",""
"1985100000","1985年度","41345","佐賀県 上峰町","","6,907","","***","","***",""
"1985100000","1985年度","41346","佐賀県 みやき町","","28,759","","***","","***",""
"1985100000","1985年度","41387","佐賀県 玄海町","","7,622","","***","","***",""
"1985100000","1985年度","41401","佐賀県 有田町","","23,798","","***","","***",""
"1985100000","1985年度","41423","佐賀県 大町町","","9,682","","***","","***",""
"1985100000","1985年度","41424","佐賀県 江北町","","9,728","","***","","***",""
"1985100000","1985年度","41425","佐賀県 白石町","","31,464","","***","","***",""
"1985100000","1985年度","41441","佐賀県 太良町","","12,582","","***","","***",""
"1985100000","1985年度","42201","長崎県 長崎市","","505,566","","***","","***",""
"1985100000","1985年度","42202","長崎県 佐世保市","","287,349","","***","","***",""
"1985100000","1985年度","42203","長崎県 島原市","","58,457","","***","","***",""
"1985100000","1985年度","42204","長崎県 諫早市","","134,804","","***","","***",""
"1985100000","1985年度","42205","長崎県 大村市","","69,472","","***","","***",""
"1985100000","1985年度","42207","長崎県 平戸市","","48,719","","***","","***",""
"1985100000","1985年度","42208","長崎県 松浦市","","32,312","","***","","***",""
"1985100000","1985年度","42209","長崎県 対馬市","","48,875","","***","","***",""
"1985100000","1985年度","42210","長崎県 壱岐市","","39,528","","***","","***",""
"1985100000","1985年度","42211","長崎県 五島市","","57,736","","***","","***",""
"1985100000","1985年度","42212","長崎県 西海市","","39,670","","***","","***",""
"1985100000","1985年度","42213","長崎県 雲仙市","","57,380","","***","","***",""
"1985100000","1985年度","42214","長崎県 南島原市","","65,575","","***","","***",""
"1985100000","1985年度","42307","長崎県 長与町","","30,896","","***","","***",""
"1985100000","1985年度","42308","長崎県 時津町","","23,536","","***","","***",""
"1985100000","1985年度","42321","長崎県 東彼杵町","","10,363","","***","","***",""
"1985100000","1985年度","42322","長崎県 川棚町","","14,735","","***","","***",""
"1985100000","1985年度","42323","長崎県 波佐見町","","15,677","","***","","***",""
"1985100000","1985年度","42383","長崎県 小値賀町","","5,101","","***","","***",""
"1985100000","1985年度","42391","長崎県 佐々町","","12,212","","***","","***",""
"1985100000","1985年度","42411","長崎県 新上五島町","","36,005","","***","","***",""
"1985100000","1985年度","43100","熊本県 熊本市","","654,348","","***","","***",""
"1985100000","1985年度","43101","熊本県 熊本市 中央区","","-","","***","","***",""
"1985100000","1985年度","43102","熊本県 熊本市 東区","","-","","***","","***",""
"1985100000","1985年度","43103","熊本県 熊本市 西区","","-","","***","","***",""
"1985100000","1985年度","43104","熊本県 熊本市 南区","","-","","***","","***",""
"1985100000","1985年度","43105","熊本県 熊本市 北区","","-","","***","","***",""
"1985100000","1985年度","43202","熊本県 八代市","","149,421","","***","","***",""
"1985100000","1985年度","43203","熊本県 人吉市","","42,292","","***","","***",""
"1985100000","1985年度","43204","熊本県 荒尾市","","62,570","","***","","***",""
"1985100000","1985年度","43205","熊本県 水俣市","","36,520","","***","","***",""
"1985100000","1985年度","43206","熊本県 玉名市","","74,356","","***","","***",""
"1985100000","1985年度","43208","熊本県 山鹿市","","63,234","","***","","***",""
"1985100000","1985年度","43210","熊本県 菊池市","","50,831","","***","","***",""
"1985100000","1985年度","43211","熊本県 宇土市","","33,575","","***","","***",""
"1985100000","1985年度","43212","熊本県 上天草市","","39,900","","***","","***",""
"1985100000","1985年度","43213","熊本県 宇城市","","63,662","","***","","***",""
"1985100000","1985年度","43214","熊本県 阿蘇市","","33,504","","***","","***",""
"1985100000","1985年度","43215","熊本県 天草市","","118,765","","***","","***",""
"1985100000","1985年度","43216","熊本県 合志市","","38,142","","***","","***",""
"1985100000","1985年度","43348","熊本県 美里町","","14,983","","***","","***",""
"1985100000","1985年度","43364","熊本県 玉東町","","6,180","","***","","***",""
"1985100000","1985年度","43367","熊本県 南関町","","12,478","","***","","***",""
"1985100000","1985年度","43368","熊本県 長洲町","","18,126","","***","","***",""
"1985100000","1985年度","43369","熊本県 和水町","","13,820","","***","","***",""
"1985100000","1985年度","43403","熊本県 大津町","","22,008","","***","","***",""
"1985100000","1985年度","43404","熊本県 菊陽町","","22,585","","***","","***",""
"1985100000","1985年度","43423","熊本県 南小国町","","5,221","","***","","***",""
"1985100000","1985年度","43424","熊本県 小国町","","10,464","","***","","***",""
"1985100000","1985年度","43425","熊本県 産山村","","1,878","","***","","***",""
"1985100000","1985年度","43428","熊本県 高森町","","8,531","","***","","***",""
"1985100000","1985年度","43432","熊本県 西原村","","4,921","","***","","***",""
"1985100000","1985年度","43433","熊本県 南阿蘇村","","13,285","","***","","***",""
"1985100000","1985年度","43441","熊本県 御船町","","17,979","","***","","***",""
"1985100000","1985年度","43442","熊本県 嘉島町","","7,434","","***","","***",""
"1985100000","1985年度","43443","熊本県 益城町","","26,773","","***","","***",""
"1985100000","1985年度","43444","熊本県 甲佐町","","12,864","","***","","***",""
"1985100000","1985年度","43447","熊本県 山都町","","25,282","","***","","***",""
"1985100000","1985年度","43468","熊本県 氷川町","","14,798","","***","","***",""
"1985100000","1985年度","43482","熊本県 芦北町","","26,473","","***","","***",""
"1985100000","1985年度","43484","熊本県 津奈木町","","5,971","","***","","***",""
"1985100000","1985年度","43501","熊本県 錦町","","11,598","","***","","***",""
"1985100000","1985年度","43505","熊本県 多良木町","","14,123","","***","","***",""
"1985100000","1985年度","43506","熊本県 湯前町","","5,805","","***","","***",""
"1985100000","1985年度","43507","熊本県 水上村","","3,446","","***","","***",""
"1985100000","1985年度","43510","熊本県 相良村","","6,024","","***","","***",""
"1985100000","1985年度","43511","熊本県 五木村","","2,297","","***","","***",""
"1985100000","1985年度","43512","熊本県 山江村","","4,398","","***","","***",""
"1985100000","1985年度","43513","熊本県 球磨村","","6,726","","***","","***",""
"1985100000","1985年度","43514","熊本県 あさぎり町","","19,535","","***","","***",""
"1985100000","1985年度","43531","熊本県 苓北町","","10,621","","***","","***",""
"1985100000","1985年度","44201","大分県 大分市","","413,622","","***","","***",""
"1985100000","1985年度","44202","大分県 別府市","","134,775","","***","","***",""
"1985100000","1985年度","44203","大分県 中津市","","87,736","","***","","***",""
"1985100000","1985年度","44204","大分県 日田市","","83,655","","***","","***",""
"1985100000","1985年度","44205","大分県 佐伯市","","95,907","","***","","***",""
"1985100000","1985年度","44206","大分県 臼杵市","","51,086","","***","","***",""
"1985100000","1985年度","44207","大分県 津久見市","","28,836","","***","","***",""
"1985100000","1985年度","44208","大分県 竹田市","","34,693","","***","","***",""
"1985100000","1985年度","44209","大分県 豊後高田市","","29,812","","***","","***",""
"1985100000","1985年度","44210","大分県 杵築市","","34,816","","***","","***",""
"1985100000","1985年度","44211","大分県 宇佐市","","67,960","","***","","***",""
"1985100000","1985年度","44212","大分県 豊後大野市","","50,011","","***","","***",""
"1985100000","1985年度","44213","大分県 由布市","","35,945","","***","","***",""
"1985100000","1985年度","44214","大分県 国東市","","39,784","","***","","***",""
"1985100000","1985年度","44322","大分県 姫島村","","3,261","","***","","***",""
"1985100000","1985年度","44341","大分県 日出町","","22,564","","***","","***",""
"1985100000","1985年度","44461","大分県 九重町","","13,672","","***","","***",""
"1985100000","1985年度","44462","大分県 玖珠町","","22,079","","***","","***",""
"1985100000","1985年度","45201","宮崎県 宮崎市","","349,465","","***","","***",""
"1985100000","1985年度","45202","宮崎県 都城市","","175,728","","***","","***",""
"1985100000","1985年度","45203","宮崎県 延岡市","","153,835","","***","","***",""
"1985100000","1985年度","45204","宮崎県 日南市","","71,535","","***","","***",""
"1985100000","1985年度","45205","宮崎県 小林市","","53,753","","***","","***",""
"1985100000","1985年度","45206","宮崎県 日向市","","65,547","","***","","***",""
"1985100000","1985年度","45207","宮崎県 串間市","","28,328","","***","","***",""
"1985100000","1985年度","45208","宮崎県 西都市","","38,370","","***","","***",""
"1985100000","1985年度","45209","宮崎県 えびの市","","28,034","","***","","***",""
"1985100000","1985年度","45341","宮崎県 三股町","","18,832","","***","","***",""
"1985100000","1985年度","45361","宮崎県 高原町","","12,455","","***","","***",""
"1985100000","1985年度","45382","宮崎県 国富町","","21,161","","***","","***",""
"1985100000","1985年度","45383","宮崎県 綾町","","7,309","","***","","***",""
"1985100000","1985年度","45401","宮崎県 高鍋町","","23,239","","***","","***",""
"1985100000","1985年度","45402","宮崎県 新富町","","18,053","","***","","***",""
"1985100000","1985年度","45403","宮崎県 西米良村","","1,989","","***","","***",""
"1985100000","1985年度","45404","宮崎県 木城町","","6,101","","***","","***",""
"1985100000","1985年度","45405","宮崎県 川南町","","18,480","","***","","***",""
"1985100000","1985年度","45406","宮崎県 都農町","","13,859","","***","","***",""
"1985100000","1985年度","45421","宮崎県 門川町","","18,941","","***","","***",""
"1985100000","1985年度","45429","宮崎県 諸塚村","","3,212","","***","","***",""
"1985100000","1985年度","45430","宮崎県 椎葉村","","5,131","","***","","***",""
"1985100000","1985年度","45431","宮崎県 美郷町","","9,855","","***","","***",""
"1985100000","1985年度","45441","宮崎県 高千穂町","","19,170","","***","","***",""
"1985100000","1985年度","45442","宮崎県 日之影町","","7,353","","***","","***",""
"1985100000","1985年度","45443","宮崎県 五ヶ瀬町","","5,808","","***","","***",""
"1985100000","1985年度","46201","鹿児島県 鹿児島市","","574,672","","***","","***",""
"1985100000","1985年度","46203","鹿児島県 鹿屋市","","102,653","","***","","***",""
"1985100000","1985年度","46204","鹿児島県 枕崎市","","30,099","","***","","***",""
"1985100000","1985年度","46206","鹿児島県 阿久根市","","29,185","","***","","***",""
"1985100000","1985年度","46208","鹿児島県 出水市","","58,402","","***","","***",""
"1985100000","1985年度","46210","鹿児島県 指宿市","","54,781","","***","","***",""
"1985100000","1985年度","46213","鹿児島県 西之表市","","22,692","","***","","***",""
"1985100000","1985年度","46214","鹿児島県 垂水市","","23,504","","***","","***",""
"1985100000","1985年度","46215","鹿児島県 薩摩川内市","","108,105","","***","","***",""
"1985100000","1985年度","46216","鹿児島県 日置市","","53,025","","***","","***",""
"1985100000","1985年度","46217","鹿児島県 曽於市","","48,869","","***","","***",""
"1985100000","1985年度","46218","鹿児島県 霧島市","","109,929","","***","","***",""
"1985100000","1985年度","46219","鹿児島県 いちき串木野市","","37,878","","***","","***",""
"1985100000","1985年度","46220","鹿児島県 南さつま市","","50,871","","***","","***",""
"1985100000","1985年度","46221","鹿児島県 志布志市","","38,387","","***","","***",""
"1985100000","1985年度","46222","鹿児島県 奄美市","","60,455","","***","","***",""
"1985100000","1985年度","46223","鹿児島県 南九州市","","49,189","","***","","***",""
"1985100000","1985年度","46224","鹿児島県 伊佐市","","37,483","","***","","***",""
"1985100000","1985年度","46225","鹿児島県 姶良市","","66,830","","***","","***",""
"1985100000","1985年度","46303","鹿児島県 三島村","","552","","***","","***",""
"1985100000","1985年度","46304","鹿児島県 十島村","","787","","***","","***",""
"1985100000","1985年度","46392","鹿児島県 さつま町","","30,284","","***","","***",""
"1985100000","1985年度","46404","鹿児島県 長島町","","14,440","","***","","***",""
"1985100000","1985年度","46452","鹿児島県 湧水町","","13,792","","***","","***",""
"1985100000","1985年度","46468","鹿児島県 大崎町","","17,689","","***","","***",""
"1985100000","1985年度","46482","鹿児島県 東串良町","","8,254","","***","","***",""
"1985100000","1985年度","46490","鹿児島県 錦江町","","13,043","","***","","***",""
"1985100000","1985年度","46491","鹿児島県 南大隅町","","13,469","","***","","***",""
"1985100000","1985年度","46492","鹿児島県 肝付町","","22,955","","***","","***",""
"1985100000","1985年度","46501","鹿児島県 中種子町","","11,339","","***","","***",""
"1985100000","1985年度","46502","鹿児島県 南種子町","","7,976","","***","","***",""
"1985100000","1985年度","46505","鹿児島県 屋久島町","","15,074","","***","","***",""
"1985100000","1985年度","46523","鹿児島県 大和村","","2,419","","***","","***",""
"1985100000","1985年度","46524","鹿児島県 宇検村","","2,473","","***","","***",""
"1985100000","1985年度","46525","鹿児島県 瀬戸内町","","13,269","","***","","***",""
"1985100000","1985年度","46527","鹿児島県 龍郷町","","6,183","","***","","***",""
"1985100000","1985年度","46529","鹿児島県 喜界町","","10,591","","***","","***",""
"1985100000","1985年度","46530","鹿児島県 徳之島町","","15,321","","***","","***",""
"1985100000","1985年度","46531","鹿児島県 天城町","","8,485","","***","","***",""
"1985100000","1985年度","46532","鹿児島県 伊仙町","","9,826","","***","","***",""
"1985100000","1985年度","46533","鹿児島県 和泊町","","8,653","","***","","***",""
"1985100000","1985年度","46534","鹿児島県 知名町","","8,165","","***","","***",""
"1985100000","1985年度","46535","鹿児島県 与論町","","7,222","","***","","***",""
"1985100000","1985年度","47201","沖縄県 那覇市","","303,674","","***","","***",""
"1985100000","1985年度","47205","沖縄県 宜野湾市","","69,206","","***","","***",""
"1985100000","1985年度","47207","沖縄県 石垣市","","41,177","","***","","***",""
"1985100000","1985年度","47208","沖縄県 浦添市","","81,611","","***","","***",""
"1985100000","1985年度","47209","沖縄県 名護市","","49,038","","***","","***",""
"1985100000","1985年度","47210","沖縄県 糸満市","","45,921","","***","","***",""
"1985100000","1985年度","47211","沖縄県 沖縄市","","101,210","","***","","***",""
"1985100000","1985年度","47212","沖縄県 豊見城市","","37,965","","***","","***",""
"1985100000","1985年度","47213","沖縄県 うるま市","","98,539","","***","","***",""
"1985100000","1985年度","47214","沖縄県 宮古島市","","58,535","","***","","***",""
"1985100000","1985年度","47215","沖縄県 南城市","","36,062","","***","","***",""
"1985100000","1985年度","47301","沖縄県 国頭村","","6,510","","***","","***",""
"1985100000","1985年度","47302","沖縄県 大宜味村","","3,567","","***","","***",""
"1985100000","1985年度","47303","沖縄県 東村","","2,134","","***","","***",""
"1985100000","1985年度","47306","沖縄県 今帰仁村","","9,465","","***","","***",""
"1985100000","1985年度","47308","沖縄県 本部町","","15,116","","***","","***",""
"1985100000","1985年度","47311","沖縄県 恩納村","","8,268","","***","","***",""
"1985100000","1985年度","47313","沖縄県 宜野座村","","4,414","","***","","***",""
"1985100000","1985年度","47314","沖縄県 金武町","","10,005","","***","","***",""
"1985100000","1985年度","47315","沖縄県 伊江村","","5,055","","***","","***",""
"1985100000","1985年度","47324","沖縄県 読谷村","","28,536","","***","","***",""
"1985100000","1985年度","47325","沖縄県 嘉手納町","","14,126","","***","","***",""
"1985100000","1985年度","47326","沖縄県 北谷町","","19,008","","***","","***",""
"1985100000","1985年度","47327","沖縄県 北中城村","","13,011","","***","","***",""
"1985100000","1985年度","47328","沖縄県 中城村","","10,765","","***","","***",""
"1985100000","1985年度","47329","沖縄県 西原町","","21,981","","***","","***",""
"1985100000","1985年度","47348","沖縄県 与那原町","","13,311","","***","","***",""
"1985100000","1985年度","47350","沖縄県 南風原町","","24,937","","***","","***",""
"1985100000","1985年度","47353","沖縄県 渡嘉敷村","","888","","***","","***",""
"1985100000","1985年度","47354","沖縄県 座間味村","","812","","***","","***",""
"1985100000","1985年度","47355","沖縄県 粟国村","","930","","***","","***",""
"1985100000","1985年度","47356","沖縄県 渡名喜村","","529","","***","","***",""
"1985100000","1985年度","47357","沖縄県 南大東村","","1,504","","***","","***",""
"1985100000","1985年度","47358","沖縄県 北大東村","","584","","***","","***",""
"1985100000","1985年度","47359","沖縄県 伊平屋村","","1,391","","***","","***",""
"1985100000","1985年度","47360","沖縄県 伊是名村","","2,003","","***","","***",""
"1985100000","1985年度","47361","沖縄県 久米島町","","10,238","","***","","***",""
"1985100000","1985年度","47362","沖縄県 八重瀬町","","19,918","","***","","***",""
"1985100000","1985年度","47375","沖縄県 多良間村","","1,632","","***","","***",""
"1985100000","1985年度","47381","沖縄県 竹富町","","3,467","","***","","***",""
"1985100000","1985年度","47382","沖縄県 与那国町","","2,054","","***","","***",""
"1980100000","1980年度","01100","北海道 札幌市","","1,401,757","","***","","***",""
"1980100000","1980年度","01101","北海道 札幌市 中央区","","181,806","","***","","***",""
"1980100000","1980年度","01102","北海道 札幌市 北区","","195,370","","***","","***",""
"1980100000","1980年度","01103","北海道 札幌市 東区","","213,310","","***","","***",""
"1980100000","1980年度","01104","北海道 札幌市 白石区","","228,061","","***","","***",""
"1980100000","1980年度","01105","北海道 札幌市 豊平区","","218,330","","***","","***",""
"1980100000","1980年度","01106","北海道 札幌市 南区","","128,845","","***","","***",""
"1980100000","1980年度","01107","北海道 札幌市 西区","","236,035","","***","","***",""
"1980100000","1980年度","01108","北海道 札幌市 厚別区","","***","","***","","***",""
"1980100000","1980年度","01109","北海道 札幌市 手稲区","","***","","***","","***",""
"1980100000","1980年度","01110","北海道 札幌市 清田区","","***","","***","","***",""
"1980100000","1980年度","01202","北海道 函館市","","345,165","","***","","***",""
"1980100000","1980年度","01203","北海道 小樽市","","180,728","","***","","***",""
"1980100000","1980年度","01204","北海道 旭川市","","352,619","","***","","***",""
"1980100000","1980年度","01205","北海道 室蘭市","","150,199","","***","","***",""
"1980100000","1980年度","01206","北海道 釧路市","","227,234","","***","","***",""
"1980100000","1980年度","01207","北海道 帯広市","","153,861","","***","","***",""
"1980100000","1980年度","01208","北海道 北見市","","128,229","","***","","***",""
"1980100000","1980年度","01209","北海道 夕張市","","41,715","","***","","***",""
"1980100000","1980年度","01210","北海道 岩見沢市","","93,340","","***","","***",""
"1980100000","1980年度","01211","北海道 網走市","","44,777","","***","","***",""
"1980100000","1980年度","01212","北海道 留萌市","","36,626","","***","","***",""
"1980100000","1980年度","01213","北海道 苫小牧市","","151,967","","***","","***",""
"1980100000","1980年度","01214","北海道 稚内市","","53,471","","***","","***",""
"1980100000","1980年度","01215","北海道 美唄市","","38,552","","***","","***",""
"1980100000","1980年度","01216","北海道 芦別市","","32,946","","***","","***",""
"1980100000","1980年度","01217","北海道 江別市","","86,349","","***","","***",""
"1980100000","1980年度","01218","北海道 赤平市","","25,467","","***","","***",""
"1980100000","1980年度","01219","北海道 紋別市","","33,860","","***","","***",""
"1980100000","1980年度","01220","北海道 士別市","","32,103","","***","","***",""
"1980100000","1980年度","01221","北海道 名寄市","","42,222","","***","","***",""
"1980100000","1980年度","01222","北海道 三笠市","","23,319","","***","","***",""
"1980100000","1980年度","01223","北海道 根室市","","42,880","","***","","***",""
"1980100000","1980年度","01224","北海道 千歳市","","66,788","","***","","***",""
"1980100000","1980年度","01225","北海道 滝川市","","51,192","","***","","***",""
"1980100000","1980年度","01226","北海道 砂川市","","25,355","","***","","***",""
"1980100000","1980年度","01227","北海道 歌志内市","","10,178","","***","","***",""
"1980100000","1980年度","01228","北海道 深川市","","35,376","","***","","***",""
"1980100000","1980年度","01229","北海道 富良野市","","28,499","","***","","***",""
"1980100000","1980年度","01230","北海道 登別市","","56,503","","***","","***",""
"1980100000","1980年度","01231","北海道 恵庭市","","42,911","","***","","***",""
"1980100000","1980年度","01233","北海道 伊達市","","36,309","","***","","***",""
"1980100000","1980年度","01234","北海道 北広島市","","34,148","","***","","***",""
"1980100000","1980年度","01235","北海道 石狩市","","40,783","","***","","***",""
"1980100000","1980年度","01236","北海道 北斗市","","39,096","","***","","***",""
"1980100000","1980年度","01303","北海道 当別町","","17,316","","***","","***",""
"1980100000","1980年度","01304","北海道 新篠津村","","4,144","","***","","***",""
"1980100000","1980年度","01331","北海道 松前町","","17,524","","***","","***",""
"1980100000","1980年度","01332","北海道 福島町","","11,613","","***","","***",""
"1980100000","1980年度","01333","北海道 知内町","","7,363","","***","","***",""
"1980100000","1980年度","01334","北海道 木古内町","","9,514","","***","","***",""
"1980100000","1980年度","01337","北海道 七飯町","","21,267","","***","","***",""
"1980100000","1980年度","01343","北海道 鹿部町","","5,011","","***","","***",""
"1980100000","1980年度","01345","北海道 森町","","23,467","","***","","***",""
"1980100000","1980年度","01346","北海道 八雲町","","26,359","","***","","***",""
"1980100000","1980年度","01347","北海道 長万部町","","11,004","","***","","***",""
"1980100000","1980年度","01361","北海道 江差町","","13,930","","***","","***",""
"1980100000","1980年度","01362","北海道 上ノ国町","","8,803","","***","","***",""
"1980100000","1980年度","01363","北海道 厚沢部町","","6,862","","***","","***",""
"1980100000","1980年度","01364","北海道 乙部町","","7,031","","***","","***",""
"1980100000","1980年度","01367","北海道 奥尻町","","5,490","","***","","***",""
"1980100000","1980年度","01370","北海道 今金町","","9,241","","***","","***",""
"1980100000","1980年度","01371","北海道 せたな町","","16,051","","***","","***",""
"1980100000","1980年度","01391","北海道 島牧村","","3,138","","***","","***",""
"1980100000","1980年度","01392","北海道 寿都町","","5,925","","***","","***",""
"1980100000","1980年度","01393","北海道 黒松内町","","4,532","","***","","***",""
"1980100000","1980年度","01394","北海道 蘭越町","","8,055","","***","","***",""
"1980100000","1980年度","01395","北海道 ニセコ町","","4,567","","***","","***",""
"1980100000","1980年度","01396","北海道 真狩村","","3,140","","***","","***",""
"1980100000","1980年度","01397","北海道 留寿都村","","2,075","","***","","***",""
"1980100000","1980年度","01398","北海道 喜茂別町","","4,085","","***","","***",""
"1980100000","1980年度","01399","北海道 京極町","","4,276","","***","","***",""
"1980100000","1980年度","01400","北海道 倶知安町","","18,893","","***","","***",""
"1980100000","1980年度","01401","北海道 共和町","","7,931","","***","","***",""
"1980100000","1980年度","01402","北海道 岩内町","","22,373","","***","","***",""
"1980100000","1980年度","01403","北海道 泊村","","2,788","","***","","***",""
"1980100000","1980年度","01404","北海道 神恵内村","","2,014","","***","","***",""
"1980100000","1980年度","01405","北海道 積丹町","","4,910","","***","","***",""
"1980100000","1980年度","01406","北海道 古平町","","5,901","","***","","***",""
"1980100000","1980年度","01407","北海道 仁木町","","5,467","","***","","***",""
"1980100000","1980年度","01408","北海道 余市町","","26,632","","***","","***",""
"1980100000","1980年度","01409","北海道 赤井川村","","1,485","","***","","***",""
"1980100000","1980年度","01423","北海道 南幌町","","5,444","","***","","***",""
"1980100000","1980年度","01424","北海道 奈井江町","","8,648","","***","","***",""
"1980100000","1980年度","01425","北海道 上砂川町","","10,790","","***","","***",""
"1980100000","1980年度","01427","北海道 由仁町","","9,000","","***","","***",""
