,年度次,ID,都道府县,市町村,現年課税,人口数量,人均烟税
1208,2015年度,15-218,新潟県,五泉市,361271.0,51404.0,7.028071745389464
1209,2015年度,15-219,,両津市,,,
1210,2015年度,15-220,,白根市,,,
1211,2015年度,15-221,,豊栄市,,,
1212,2015年度,15-222,新潟県,上越市,1333248.0,196987.0,6.768202977861483
1213,2015年度,15-223,新潟県,阿賀野市,285200.0,43415.0,6.56915812507198
1214,2015年度,15-224,新潟県,佐渡市,395783.0,57255.0,6.912636450964981
1215,2015年度,15-225,新潟県,魚沼市,260012.0,37352.0,6.96112657956736
1216,2015年度,15-226,新潟県,南魚沼市,419482.0,58568.0,7.162307061876793
1217,2015年度,15-227,新潟県,胎内市,184489.0,30198.0,6.109311874958607
1218,2015年度,15-301,,安田町,,,
1219,2015年度,15-302,,京ヶ瀬村,,,
1220,2015年度,15-303,,水原町,,,
1221,2015年度,15-304,,笹神村,,,
1222,2015年度,15-306,,豊浦町,,,
1223,2015年度,15-307,新潟県,聖籠町,157984.0,14040.0,11.252421652421653
1224,2015年度,15-308,,加治川村,,,
1225,2015年度,15-309,,紫雲寺町,,,
1226,2015年度,15-310,,中条町,,,
1227,2015年度,15-311,,黒川村,,,
1228,2015年度,15-321,,小須戸町,,,
1229,2015年度,15-322,,村松町,,,
1230,2015年度,15-323,,横越町,,,
1231,2015年度,15-324,,亀田町,,,
1232,2015年度,15-341,,岩室村,,,
1233,2015年度,15-342,新潟県,弥彦村,60695.0,8209.0,7.393714216104276
1234,2015年度,15-343,,分水町,,,
1235,2015年度,15-344,,吉田町,,,
1236,2015年度,15-345,,巻町,,,
1237,2015年度,15-346,,西川町,,,
1238,2015年度,15-347,,黒埼町,,,
1239,2015年度,15-348,,味方村,,,
1240,2015年度,15-349,,潟東村,,,
1241,2015年度,15-350,,月潟村,,,
1242,2015年度,15-351,,中之口村,,,
1243,2015年度,15-361,新潟県,田上町,65711.0,12188.0,5.391450607154578
1244,2015年度,15-362,,下田村,,,
1245,2015年度,15-363,,栄町,,,
1246,2015年度,15-364,,中之島町,,,
1247,2015年度,15-381,,津川町,,,
1248,2015年度,15-382,,鹿瀬町,,,
1249,2015年度,15-383,,上川村,,,
1250,2015年度,15-384,,三川村,,,
1251,2015年度,15-385,新潟県,阿賀町,84100.0,11680.0,7.200342465753424
1252,2015年度,15-401,,越路町,,,
1253,2015年度,15-402,,三島町,,,
1254,2015年度,15-403,,与板町,,,
1255,2015年度,15-404,,和島村,,,
1256,2015年度,15-405,新潟県,出雲崎町,22569.0,4528.0,4.984319787985866
1257,2015年度,15-406,,寺泊町,,,
1258,2015年度,15-421,,山古志村,,,
1259,2015年度,15-441,,川口町,,,
1260,2015年度,15-442,,堀之内町,,,
1261,2015年度,15-443,,小出町,,,
1262,2015年度,15-444,,湯之谷村,,,
1263,2015年度,15-445,,広神村,,,
1264,2015年度,15-446,,守門村,,,
1265,2015年度,15-447,,入広瀬村,,,
1266,2015年度,15-461,新潟県,湯沢町,85448.0,8046.0,10.619935371613224
1267,2015年度,15-462,,塩沢町,,,
1268,2015年度,15-463,,六日町,,,
1269,2015年度,15-464,,大和町,,,
1270,2015年度,15-481,,川西町,,,
1271,2015年度,15-482,新潟県,津南町,61980.0,10029.0,6.180077774454083
1272,2015年度,15-483,,中里村,,,
1273,2015年度,15-501,,高柳町,,,
1274,2015年度,15-502,,小国町,,,
1275,2015年度,15-504,新潟県,刈羽村,43589.0,4775.0,9.128586387434556
1276,2015年度,15-505,,西山町,,,
1277,2015年度,15-521,,安塚町,,,
1278,2015年度,15-522,,浦川原村,,,
1279,2015年度,15-523,,松代町,,,
1280,2015年度,15-524,,松之山町,,,
1281,2015年度,15-525,,大島村,,,
1282,2015年度,15-526,,牧村,,,
1283,2015年度,15-541,,柿崎町,,,
1284,2015年度,15-542,,大潟町,,,
1285,2015年度,15-543,,頸城村,,,
1286,2015年度,15-544,,吉川町,,,
1287,2015年度,15-545,,妙高高原町,,,
1288,2015年度,15-546,,中郷村,,,
1289,2015年度,15-547,,妙高村,,,
1290,2015年度,15-548,,板倉町,,,
1291,2015年度,15-549,,清里村,,,
1292,2015年度,15-550,,三和村,,,
1293,2015年度,15-561,,名立町,,,
1294,2015年度,15-562,,能生町,,,
1295,2015年度,15-563,,青海町,,,
1296,2015年度,15-581,新潟県,関川村,37974.0,5832.0,6.511316872427984
1297,2015年度,15-582,,荒川町,,,
1298,2015年度,15-583,,神林村,,,
1299,2015年度,15-584,,朝日村,,,
1300,2015年度,15-585,,山北町,,,
1301,2015年度,15-586,新潟県,粟島浦村,1985.0,370.0,5.364864864864865
1302,2015年度,15-601,,相川町,,,
1303,2015年度,15-602,,佐和田町,,,
1304,2015年度,15-603,,金井町,,,
1305,2015年度,15-604,,新穂村,,,
1306,2015年度,15-605,,畑野町,,,
1307,2015年度,15-606,,真野町,,,
1308,2015年度,15-607,,小木町,,,
1309,2015年度,15-608,,羽茂町,,,
1310,2015年度,15-609,,赤泊村,,,
1311,2015年度,16-201,富山県,富山市,2960809.0,418686.0,7.07166946112361
1312,2015年度,16-202,富山県,高岡市,1330440.0,172125.0,7.729498910675381
1313,2015年度,16-203,,新湊市,,,
1314,2015年度,16-204,富山県,魚津市,344544.0,42935.0,8.024781646675207
1315,2015年度,16-205,富山県,氷見市,337556.0,47992.0,7.033588931488581
1316,2015年度,16-206,富山県,滑川市,227623.0,32755.0,6.949259655014502
1317,2015年度,16-207,富山県,黒部市,322917.0,40991.0,7.877753653240955
1318,2015年度,16-208,富山県,砺波市,369767.0,49000.0,7.546265306122449
1319,2015年度,16-209,富山県,小矢部市,199832.0,30399.0,6.573637290700352
1320,2015年度,16-210,富山県,南砺市,252242.0,51327.0,4.914411518304206
1321,2015年度,16-211,富山県,射水市,613577.0,92308.0,6.6470620097933
1322,2015年度,16-301,,大沢野町,,,
1323,2015年度,16-302,,大山町,,,
1324,2015年度,16-321,富山県,舟橋村,19757.0,2982.0,6.62541918175721
1325,2015年度,16-322,富山県,上市町,130890.0,20930.0,6.25370281892021
1326,2015年度,16-323,富山県,立山町,155328.0,26317.0,5.902192499145039
1327,2015年度,16-341,,宇奈月町,,,
1328,2015年度,16-342,富山県,入善町,135703.0,25335.0,5.356344977304125
1329,2015年度,16-343,富山県,朝日町,84115.0,12246.0,6.868773477053732
1330,2015年度,16-361,,八尾町,,,
1331,2015年度,16-362,,婦中町,,,
1332,2015年度,16-363,,山田村,,,
1333,2015年度,16-364,,細入村,,,
1334,2015年度,16-381,,小杉町,,,
1335,2015年度,16-382,,大門町,,,
1336,2015年度,16-383,,下村,,,
1337,2015年度,16-384,,大島町,,,
1338,2015年度,16-401,,城端町,,,
1339,2015年度,16-402,,平村,,,
1340,2015年度,16-403,,上平村,,,
1341,2015年度,16-404,,利賀村,,,
1342,2015年度,16-405,,庄川町,,,
1343,2015年度,16-406,,井波町,,,
1344,2015年度,16-407,,井口村,,,
1345,2015年度,16-408,,福野町,,,
1346,2015年度,16-421,,福光町,,,
1347,2015年度,16-422,,福岡町,,,
1348,2015年度,17-201,石川県,金沢市,3600329.0,465699.0,7.731021539664032
1349,2015年度,17-202,石川県,七尾市,440848.0,55325.0,7.968332580207862
1350,2015年度,17-203,石川県,小松市,737175.0,106919.0,6.894705337685537
1351,2015年度,17-204,石川県,輪島市,207188.0,27216.0,7.612727807172251
1352,2015年度,17-205,石川県,珠洲市,105685.0,14625.0,7.226324786324787
1353,2015年度,17-206,石川県,加賀市,620495.0,67186.0,9.235480606078648
1354,2015年度,17-207,石川県,羽咋市,159145.0,21729.0,7.324083022688573
1355,2015年度,17-208,,松任市,,,
1356,2015年度,17-209,石川県,かほく市,227354.0,34219.0,6.644086618545253
1357,2015年度,17-210,石川県,白山市,708926.0,109287.0,6.486828259536816
1358,2015年度,17-211,石川県,能美市,325572.0,48881.0,6.660502035555737
1359,2015年度,17-212,石川県,野々市市,533641.0,55099.0,9.685130401640683
1360,2015年度,17-301,,山中町,,,
1361,2015年度,17-321,,根上町,,,
1362,2015年度,17-322,,寺井町,,,
1363,2015年度,17-323,,辰口町,,,
1364,2015年度,17-324,石川県,川北町,46693.0,6347.0,7.356703954624232
1365,2015年度,17-342,,美川町,,,
1366,2015年度,17-343,,鶴来町,,,
1367,2015年度,17-344,,野々市町,,,
1368,2015年度,17-345,,河内村,,,
1369,2015年度,17-346,,吉野谷村,,,
1370,2015年度,17-347,,鳥越村,,,
1371,2015年度,17-348,,尾口村,,,
1372,2015年度,17-349,,白峰村,,,
1373,2015年度,17-361,石川県,津幡町,202816.0,36968.0,5.486258385630816
1374,2015年度,17-362,,高松町,,,
1375,2015年度,17-363,,七塚町,,,
1376,2015年度,17-364,,宇ノ気町,,,
1377,2015年度,17-365,石川県,内灘町,129412.0,26987.0,4.795345907288694
1378,2015年度,17-382,,富来町,,,
1379,2015年度,17-383,,志雄町,,,
1380,2015年度,17-384,石川県,志賀町,174422.0,20422.0,8.540887278425227
1381,2015年度,17-385,,押水町,,,
1382,2015年度,17-386,石川県,宝達志水町,63419.0,13174.0,4.813951723090937
1383,2015年度,17-401,,田鶴浜町,,,
1384,2015年度,17-402,,鳥屋町,,,
1385,2015年度,17-403,,中島町,,,
1386,2015年度,17-404,,鹿島町,,,
1387,2015年度,17-405,,能登島町,,,
1388,2015年度,17-406,,鹿西町,,,
1389,2015年度,17-407,石川県,中能登町,92853.0,17571.0,5.284445962096637
1390,2015年度,17-421,,穴水町,,,
1391,2015年度,17-422,,門前町,,,
1392,2015年度,17-423,,能都町,,,
1393,2015年度,17-424,,柳田村,,,
1394,2015年度,17-441,,内浦町,,,
1395,2015年度,17-461,石川県,穴水町,65466.0,8786.0,7.451172319599363
1396,2015年度,17-462,,門前町,,,
1397,2015年度,17-463,石川県,能登町,129824.0,17568.0,7.389799635701275
1398,2015年度,18-201,福井県,福井市,2076645.0,265904.0,7.809754648294121
1399,2015年度,18-202,福井県,敦賀市,552826.0,66165.0,8.355263356759616
1400,2015年度,18-203,,武生市,,,
1401,2015年度,18-204,福井県,小浜市,217807.0,29670.0,7.340984159083249
1402,2015年度,18-205,福井県,大野市,204176.0,33109.0,6.166782445860642
1403,2015年度,18-206,福井県,勝山市,169859.0,24125.0,7.040787564766839
1404,2015年度,18-207,福井県,鯖江市,447168.0,68284.0,6.548649756897663
1405,2015年度,18-208,福井県,あわら市,202399.0,28729.0,7.045111211667653
1406,2015年度,18-209,福井県,越前市,532700.0,81524.0,6.534272116186645
1407,2015年度,18-210,福井県,坂井市,610946.0,90280.0,6.76723526805494
1408,2015年度,18-302,,美山町,,,
1409,2015年度,18-321,,松岡町,,,
1410,2015年度,18-322,福井県,永平寺町,96590.0,19883.0,4.857918825126993
1411,2015年度,18-323,,上志比村,,,
1412,2015年度,18-342,,和泉村,,,
1413,2015年度,18-361,,三国町,,,
1414,2015年度,18-362,,芦原町,,,
1415,2015年度,18-363,,金津町,,,
1416,2015年度,18-364,,丸岡町,,,
1417,2015年度,18-365,,春江町,,,
1418,2015年度,18-366,,坂井町,,,
1419,2015年度,18-381,,今立町,,,
1420,2015年度,18-382,福井県,池田町,7525.0,2638.0,2.8525398028809703
1421,2015年度,18-401,,南条町,,,
1422,2015年度,18-402,,今庄町,,,
1423,2015年度,18-403,,河野村,,,
1424,2015年度,18-404,福井県,南越前町,68658.0,10799.0,6.357810908417446
1425,2015年度,18-421,,朝日町,,,
1426,2015年度,18-422,,宮崎村,,,
1427,2015年度,18-423,福井県,越前町,119193.0,21538.0,5.534079301699322
1428,2015年度,18-424,,越廼村,,,
1429,2015年度,18-425,,織田町,,,
1430,2015年度,18-426,,清水町,,,
1431,2015年度,18-441,,三方町,,,
1432,2015年度,18-442,福井県,美浜町,75823.0,9914.0,7.648073431510994
1433,2015年度,18-461,,上中町,,,
1434,2015年度,18-462,,名田庄村,,,
1435,2015年度,18-481,福井県,高浜町,97988.0,10596.0,9.247640619101547
1436,2015年度,18-482,,大飯町,,,
1437,2015年度,18-483,福井県,おおい町,46460.0,8325.0,5.580780780780781
1438,2015年度,18-501,福井県,若狭町,89704.0,15257.0,5.87953070721636
1439,2015年度,19-201,山梨県,甲府市,1447991.0,193125.0,7.497688025889968
1440,2015年度,19-202,山梨県,富士吉田市,409568.0,49003.0,8.358018896802237
1441,2015年度,19-203,,塩山市,,,
1442,2015年度,19-204,山梨県,都留市,244946.0,32002.0,7.6540841197425165
1443,2015年度,19-205,山梨県,山梨市,216806.0,35141.0,6.169602458666515
1444,2015年度,19-206,山梨県,大月市,144563.0,25419.0,5.687202486329124
1445,2015年度,19-207,山梨県,韮崎市,257546.0,30680.0,8.394589308996089
1446,2015年度,19-208,山梨県,南アルプス市,531143.0,70828.0,7.4990540464223185
1447,2015年度,19-209,山梨県,北杜市,264100.0,45111.0,5.854447917359402
1448,2015年度,19-210,山梨県,甲斐市,557586.0,74386.0,7.495845992525475
1449,2015年度,19-211,山梨県,笛吹市,590439.0,69559.0,8.488319268534624
1450,2015年度,19-212,山梨県,上野原市,164181.0,24805.0,6.61886716387825
1451,2015年度,19-213,山梨県,甲州市,228666.0,31671.0,7.22004357298475
1452,2015年度,19-214,山梨県,中央市,238771.0,31124.0,7.671603906952834
1453,2015年度,19-301,,春日居町,,,
1454,2015年度,19-302,,牧丘町,,,
1455,2015年度,19-303,,三富村,,,
1456,2015年度,19-304,,勝沼町,,,
1457,2015年度,19-305,,大和村,,,
1458,2015年度,19-321,,石和町,,,
1459,2015年度,19-322,,御坂町,,,
1460,2015年度,19-323,,一宮町,,,
1461,2015年度,19-324,,八代町,,,
1462,2015年度,19-325,,境川村,,,
1463,2015年度,19-326,,中道町,,,
1464,2015年度,19-327,,芦川村,,,
1465,2015年度,19-328,,豊富村,,,
1466,2015年度,19-341,,上九一色村,,,
1467,2015年度,19-342,,三珠町,,,
1468,2015年度,19-343,,市川大門町,,,
1469,2015年度,19-344,,六郷町,,,
1470,2015年度,19-345,,下部町,,,
1471,2015年度,19-346,山梨県,市川三郷町,105979.0,15673.0,6.761883493906718
1472,2015年度,19-361,,増穂町,,,
1473,2015年度,19-362,,鰍沢町,,,
1474,2015年度,19-363,,中富町,,,
1475,2015年度,19-364,山梨県,早川町,2697.0,1068.0,2.5252808988764044
1476,2015年度,19-365,山梨県,身延町,90912.0,12669.0,7.175941273975846
1477,2015年度,19-366,山梨県,南部町,47656.0,8067.0,5.907524482459403
1478,2015年度,19-367,,富沢町,,,
1479,2015年度,19-368,山梨県,富士川町,102996.0,15294.0,6.734405649274225
1480,2015年度,19-381,,竜王町,,,
1481,2015年度,19-382,,敷島町,,,
1482,2015年度,19-383,,玉穂町,,,
1483,2015年度,19-384,山梨県,昭和町,303633.0,19505.0,15.56693155601128
1484,2015年度,19-385,,田富町,,,
1485,2015年度,19-386,,八田村,,,
1486,2015年度,19-387,,白根町,,,
1487,2015年度,19-388,,芦安村,,,
1488,2015年度,19-389,,若草町,,,
1489,2015年度,19-390,,櫛形町,,,
1490,2015年度,19-391,,甲西町,,,
1491,2015年度,19-401,,双葉町,,,
1492,2015年度,19-402,,明野村,,,
1493,2015年度,19-403,,須玉町,,,
1494,2015年度,19-404,,高根町,,,
1495,2015年度,19-405,,長坂町,,,
1496,2015年度,19-406,,大泉村,,,
1497,2015年度,19-407,,小淵沢町,,,
1498,2015年度,19-408,,白州町,,,
1499,2015年度,19-409,,武川村,,,
1500,2015年度,19-421,,秋山村,,,
1501,2015年度,19-422,山梨県,道志村,7622.0,1743.0,4.372920252438325
1502,2015年度,19-423,山梨県,西桂町,47510.0,4342.0,10.941962229387379
1503,2015年度,19-424,山梨県,忍野村,62854.0,8968.0,7.008697591436218
1504,2015年度,19-425,山梨県,山中湖村,69338.0,5208.0,13.313748079877112
1505,2015年度,19-426,,河口湖町,,,
1506,2015年度,19-427,,勝山村,,,
1507,2015年度,19-428,,足和田村,,,
1508,2015年度,19-429,山梨県,鳴沢村,27607.0,2921.0,9.451215337213283
1509,2015年度,19-430,山梨県,富士河口湖町,226671.0,25329.0,8.949070235698212
1510,2015年度,19-441,,上野原町,,,
1511,2015年度,19-442,山梨県,小菅村,2788.0,726.0,3.840220385674931
1512,2015年度,19-443,山梨県,丹波山村,2230.0,563.0,3.960923623445826
1513,2015年度,20-201,長野県,長野市,2528067.0,377598.0,6.695128152161823
1514,2015年度,20-202,長野県,松本市,1626987.0,243293.0,6.687356397430259
1515,2015年度,20-203,長野県,上田市,1075206.0,156827.0,6.856000561127867
1516,2015年度,20-204,長野県,岡谷市,388680.0,50128.0,7.753750398978615
1517,2015年度,20-205,長野県,飯田市,694075.0,101581.0,6.832724623699314
1518,2015年度,20-206,長野県,諏訪市,388140.0,50140.0,7.741124850418827
1519,2015年度,20-207,長野県,須坂市,312573.0,50725.0,6.162109413504189
1520,2015年度,20-208,長野県,小諸市,294207.0,42512.0,6.920563605570192
1521,2015年度,20-209,長野県,伊那市,381159.0,68271.0,5.583029397548008
1522,2015年度,20-210,長野県,駒ヶ根市,202674.0,32759.0,6.18681888946549
1523,2015年度,20-211,長野県,中野市,318855.0,43909.0,7.261723109157576
1524,2015年度,20-212,長野県,大町市,187867.0,28041.0,6.699725402089797
1525,2015年度,20-213,長野県,飯山市,170527.0,21438.0,7.954426718910346
1526,2015年度,20-214,長野県,茅野市,343403.0,55912.0,6.141847903848905
1527,2015年度,20-215,長野県,塩尻市,450924.0,67135.0,6.716675355626722
1528,2015年度,20-216,,更埴市,,,
1529,2015年度,20-217,長野県,佐久市,718007.0,99368.0,7.225736655663795
1530,2015年度,20-218,長野県,千曲市,366579.0,60298.0,6.0794553716541175
1531,2015年度,20-219,長野県,東御市,215827.0,30107.0,7.168665094496297
1532,2015年度,20-220,長野県,安曇野市,628640.0,95282.0,6.597678470225226
1533,2015年度,20-301,,臼田町,,,
1534,2015年度,20-302,,佐久町,,,
1535,2015年度,20-303,長野県,小海町,47077.0,4713.0,9.988754508805432
1536,2015年度,20-304,長野県,川上村,23971.0,4607.0,5.203169090514435
1537,2015年度,20-305,長野県,南牧村,25842.0,3408.0,7.582746478873239
1538,2015年度,20-306,長野県,南相木村,2115.0,1005.0,2.1044776119402986
1539,2015年度,20-307,長野県,北相木村,1461.0,774.0,1.8875968992248062
1540,2015年度,20-308,,八千穂村,,,
1541,2015年度,20-309,長野県,佐久穂町,58323.0,11186.0,5.213928124441266
1542,2015年度,20-321,長野県,軽井沢町,159879.0,18994.0,8.417342318626934
1543,2015年度,20-322,,望月町,,,
1544,2015年度,20-323,長野県,御代田町,110400.0,15184.0,7.2708113804004215
1545,2015年度,20-324,長野県,立科町,43916.0,7265.0,6.044872677219546
1546,2015年度,20-325,,浅科村,,,
1547,2015年度,20-326,,北御牧村,,,
1548,2015年度,20-341,,丸子町,,,
1549,2015年度,20-342,,長門町,,,
1550,2015年度,20-343,,東部町,,,
1551,2015年度,20-345,,真田町,,,
1552,2015年度,20-346,,武石村,,,
1553,2015年度,20-347,,和田村,,,
1554,2015年度,20-349,長野県,青木村,24590.0,4343.0,5.661984803131476
