,年度次,ID,都道府县,市町村,現年課税,人口数量,人均烟税
1752,2015年度,22-203,静岡県,沼津市,1623963.0,195633.0,8.301068838079464
1753,2015年度,22-204,,清水市,,,
1754,2015年度,22-205,静岡県,熱海市,511949.0,37544.0,13.635973790752184
1755,2015年度,22-206,静岡県,三島市,699704.0,110046.0,6.358286534721843
1756,2015年度,22-207,静岡県,富士宮市,954005.0,130770.0,7.295289439473885
1757,2015年度,22-208,静岡県,伊東市,602247.0,68345.0,8.811866266734947
1758,2015年度,22-209,静岡県,島田市,563683.0,98112.0,5.745301288323549
1759,2015年度,22-210,静岡県,富士市,2041775.0,248399.0,8.219739209900201
1760,2015年度,22-211,静岡県,磐田市,1049494.0,167210.0,6.276502601519048
1761,2015年度,22-212,静岡県,焼津市,1071617.0,139462.0,7.683935408928597
1762,2015年度,22-213,静岡県,掛川市,775184.0,114602.0,6.764140241880596
1763,2015年度,22-214,静岡県,藤枝市,821817.0,143605.0,5.7227603495700015
1764,2015年度,22-215,静岡県,御殿場市,799779.0,88078.0,9.080349235904539
1765,2015年度,22-216,静岡県,袋井市,619893.0,85789.0,7.225786522747671
1766,2015年度,22-217,,天竜市,,,
1767,2015年度,22-218,,浜北市,,,
1768,2015年度,22-219,静岡県,下田市,206977.0,22916.0,9.031986385058474
1769,2015年度,22-220,静岡県,裾野市,404956.0,52737.0,7.6787833968560975
1770,2015年度,22-221,静岡県,湖西市,373690.0,59789.0,6.250146347990433
1771,2015年度,22-222,静岡県,伊豆市,244596.0,31317.0,7.810326659641728
1772,2015年度,22-223,静岡県,御前崎市,252753.0,32578.0,7.758395236048868
1773,2015年度,22-224,静岡県,菊川市,297337.0,46763.0,6.358381626499583
1774,2015年度,22-225,静岡県,伊豆の国市,388040.0,48152.0,8.058647615883038
1775,2015年度,22-226,静岡県,牧之原市,371804.0,45547.0,8.163084286561135
1776,2015年度,22-301,静岡県,東伊豆町,116130.0,12624.0,9.199144486692015
1777,2015年度,22-302,静岡県,河津町,73116.0,7303.0,10.011775982472956
1778,2015年度,22-304,静岡県,南伊豆町,56055.0,8524.0,6.576137963397466
1779,2015年度,22-305,静岡県,松崎町,57696.0,6837.0,8.438788942518649
1780,2015年度,22-306,静岡県,西伊豆町,64220.0,8234.0,7.799368472188487
1781,2015年度,22-307,,賀茂村,,,
1782,2015年度,22-321,,伊豆長岡町,,,
1783,2015年度,22-322,,修善寺町,,,
1784,2015年度,22-323,,戸田村,,,
1785,2015年度,22-324,,土肥町,,,
1786,2015年度,22-325,静岡県,函南町,280820.0,37661.0,7.456520007434746
1787,2015年度,22-326,,韮山町,,,
1788,2015年度,22-327,,大仁町,,,
1789,2015年度,22-328,,天城湯ケ島町,,,
1790,2015年度,22-329,,中伊豆町,,,
1791,2015年度,22-341,静岡県,清水町,250996.0,32118.0,7.814807895883928
1792,2015年度,22-342,静岡県,長泉町,306054.0,42331.0,7.230020552313907
1793,2015年度,22-344,静岡県,小山町,146406.0,19497.0,7.509155254654562
1794,2015年度,22-361,,芝川町,,,
1795,2015年度,22-381,,富士川町,,,
1796,2015年度,22-382,,蒲原町,,,
1797,2015年度,22-383,,由比町,,,
1798,2015年度,22-401,,岡部町,,,
1799,2015年度,22-402,,大井川町,,,
1800,2015年度,22-421,,御前崎町,,,
1801,2015年度,22-422,,相良町,,,
1802,2015年度,22-423,,榛原町,,,
1803,2015年度,22-424,静岡県,吉田町,192326.0,29093.0,6.610731103701921
1804,2015年度,22-425,,金谷町,,,
1805,2015年度,22-426,,川根町,,,
1806,2015年度,22-427,,中川根町,,,
1807,2015年度,22-428,,本川根町,,,
1808,2015年度,22-429,静岡県,川根本町,30231.0,7192.0,4.203420467185762
1809,2015年度,22-442,,大須賀町,,,
1810,2015年度,22-444,,浜岡町,,,
1811,2015年度,22-445,,小笠町,,,
1812,2015年度,22-446,,菊川町,,,
1813,2015年度,22-447,,大東町,,,
1814,2015年度,22-461,静岡県,森町,106061.0,18528.0,5.724363126079448
1815,2015年度,22-462,,春野町,,,
1816,2015年度,22-481,,浅羽町,,,
1817,2015年度,22-482,,福田町,,,
1818,2015年度,22-483,,竜洋町,,,
1819,2015年度,22-484,,豊田町,,,
1820,2015年度,22-485,,豊岡村,,,
1821,2015年度,22-486,,龍山村,,,
1822,2015年度,22-487,,佐久間町,,,
1823,2015年度,22-488,,水窪町,,,
1824,2015年度,22-501,,可美村,,,
1825,2015年度,22-502,,舞阪町,,,
1826,2015年度,22-503,,新居町,,,
1827,2015年度,22-505,,雄踏町,,,
1828,2015年度,22-521,,細江町,,,
1829,2015年度,22-522,,引佐町,,,
1830,2015年度,22-523,,三ケ日町,,,
1831,2015年度,23-100,愛知県,名古屋市,18178907.0,2295638.0,7.918890957546442
1832,2015年度,23-201,愛知県,豊橋市,2686209.0,374765.0,7.16771576854829
1833,2015年度,23-202,愛知県,岡崎市,2377876.0,381051.0,6.24030903999727
1834,2015年度,23-203,愛知県,一宮市,2436993.0,380868.0,6.3985238980434165
1835,2015年度,23-204,愛知県,瀬戸市,828332.0,129046.0,6.4188893882801485
1836,2015年度,23-205,愛知県,半田市,916972.0,116908.0,7.843535087419167
1837,2015年度,23-206,愛知県,春日井市,1894016.0,306508.0,6.179336265285082
1838,2015年度,23-207,愛知県,豊川市,1251144.0,182436.0,6.857988554890482
1839,2015年度,23-208,愛知県,津島市,453350.0,63431.0,7.147136258296417
1840,2015年度,23-209,愛知県,碧南市,486081.0,71346.0,6.813009839374317
1841,2015年度,23-210,愛知県,刈谷市,1210806.0,149765.0,8.084706039461823
1842,2015年度,23-211,愛知県,豊田市,3093158.0,422542.0,7.320356319608465
1843,2015年度,23-212,愛知県,安城市,1493452.0,184140.0,8.110415987835342
1844,2015年度,23-213,愛知県,西尾市,1123066.0,167990.0,6.685314602059647
1845,2015年度,23-214,愛知県,蒲郡市,673487.0,81100.0,8.304401972872997
1846,2015年度,23-215,愛知県,犬山市,420940.0,74308.0,5.6648005598320506
1847,2015年度,23-216,愛知県,常滑市,463937.0,56547.0,8.2044493960776
1848,2015年度,23-217,愛知県,江南市,610595.0,98359.0,6.20782033164225
1849,2015年度,23-218,,尾西市,,,
1850,2015年度,23-219,愛知県,小牧市,1166479.0,149462.0,7.8045188743627145
1851,2015年度,23-220,愛知県,稲沢市,933922.0,136867.0,6.823573249943376
1852,2015年度,23-221,愛知県,新城市,287121.0,47133.0,6.091719177646235
1853,2015年度,23-222,愛知県,東海市,898122.0,111944.0,8.022957907525191
1854,2015年度,23-223,愛知県,大府市,528320.0,89157.0,5.925726527361845
1855,2015年度,23-224,愛知県,知多市,442114.0,84617.0,5.224883888580309
1856,2015年度,23-225,愛知県,知立市,447972.0,70501.0,6.354122636558347
1857,2015年度,23-226,愛知県,尾張旭市,482851.0,80787.0,5.976840333221929
1858,2015年度,23-227,愛知県,高浜市,334740.0,46236.0,7.2398131326239294
1859,2015年度,23-228,愛知県,岩倉市,289914.0,47562.0,6.095496404692822
1860,2015年度,23-229,愛知県,豊明市,405013.0,69127.0,5.858969722395012
1861,2015年度,23-230,愛知県,日進市,383391.0,87977.0,4.357854893892722
1862,2015年度,23-231,愛知県,田原市,476631.0,62364.0,7.642726573022898
1863,2015年度,23-232,愛知県,愛西市,325826.0,63088.0,5.164627187420746
1864,2015年度,23-233,愛知県,清須市,493553.0,67327.0,7.33068456934068
1865,2015年度,23-234,愛知県,北名古屋市,573652.0,84133.0,6.818394684606516
1866,2015年度,23-235,愛知県,弥富市,330912.0,43269.0,7.647784788185537
1867,2015年度,23-236,愛知県,みよし市,396664.0,61810.0,6.417472900825109
1868,2015年度,23-237,愛知県,あま市,490270.0,86898.0,5.641902000046031
1869,2015年度,23-238,愛知県,長久手市,320296.0,57598.0,5.560887530817042
1870,2015年度,23-302,愛知県,東郷町,245658.0,42858.0,5.731905361892762
1871,2015年度,23-303,,日進町,,,
1872,2015年度,23-304,,長久手町,,,
1873,2015年度,23-341,,西枇杷島町,,,
1874,2015年度,23-342,愛知県,豊山町,141629.0,15177.0,9.331817882321934
1875,2015年度,23-343,,師勝町,,,
1876,2015年度,23-344,,西春町,,,
1877,2015年度,23-345,,春日町,,,
1878,2015年度,23-346,,清洲町,,,
1879,2015年度,23-347,,新川町,,,
1880,2015年度,23-361,愛知県,大口町,193947.0,23274.0,8.333204434132508
1881,2015年度,23-362,愛知県,扶桑町,215368.0,33806.0,6.370703425427439
1882,2015年度,23-381,,木曽川町,,,
1883,2015年度,23-401,,祖父江町,,,
1884,2015年度,23-402,,平和町,,,
1885,2015年度,23-421,,七宝町,,,
1886,2015年度,23-422,,美和町,,,
1887,2015年度,23-423,,甚目寺町,,,
1888,2015年度,23-424,愛知県,大治町,214148.0,30990.0,6.910229106163278
1889,2015年度,23-425,愛知県,蟹江町,262582.0,37085.0,7.080544694620467
1890,2015年度,23-426,,十四山村,,,
1891,2015年度,23-427,愛知県,飛島村,72597.0,4397.0,16.51057539231294
1892,2015年度,23-428,,弥富町,,,
1893,2015年度,23-429,,佐屋町,,,
1894,2015年度,23-430,,立田村,,,
1895,2015年度,23-431,,八開村,,,
1896,2015年度,23-432,,佐織町,,,
1897,2015年度,23-441,愛知県,阿久比町,203953.0,27747.0,7.350452301149674
1898,2015年度,23-442,愛知県,東浦町,316944.0,49230.0,6.4380255941499085
1899,2015年度,23-445,愛知県,南知多町,144520.0,18707.0,7.72545036617309
1900,2015年度,23-446,愛知県,美浜町,133696.0,23575.0,5.671092258748675
1901,2015年度,23-447,愛知県,武豊町,315331.0,42473.0,7.42426953594048
1902,2015年度,23-481,,一色町,,,
1903,2015年度,23-482,,吉良町,,,
1904,2015年度,23-483,,幡豆町,,,
1905,2015年度,23-501,愛知県,幸田町,278340.0,39549.0,7.037851778806038
1906,2015年度,23-502,,額田町,,,
1907,2015年度,23-521,,三好町,,,
1908,2015年度,23-522,,藤岡町,,,
1909,2015年度,23-523,,小原村,,,
1910,2015年度,23-541,,足助町,,,
1911,2015年度,23-543,,下山村,,,
1912,2015年度,23-544,,旭町,,,
1913,2015年度,23-545,,稲武町,,,
1914,2015年度,23-561,愛知県,設楽町,26434.0,5074.0,5.2096964919195905
1915,2015年度,23-562,愛知県,東栄町,19994.0,3446.0,5.802089378990133
1916,2015年度,23-563,愛知県,豊根村,3785.0,1135.0,3.3348017621145374
1917,2015年度,23-564,,富山村,,,
1918,2015年度,23-565,,津具村,,,
1919,2015年度,23-566,,稲武町,,,
1920,2015年度,23-581,,鳳来町,,,
1921,2015年度,23-582,,作手村,,,
1922,2015年度,23-601,,音羽町,,,
1923,2015年度,23-602,,一宮町,,,
1924,2015年度,23-603,,小坂井町,,,
1925,2015年度,23-604,,御津町,,,
1926,2015年度,23-621,,田原町,,,
1927,2015年度,23-622,,赤羽根町,,,
1928,2015年度,23-623,,渥美町,,,
1929,2015年度,24-201,三重県,津市,1833690.0,279886.0,6.551560278113231
1930,2015年度,24-202,三重県,四日市市,2401098.0,311031.0,7.719802849233678
1931,2015年度,24-203,三重県,伊勢市,813469.0,127817.0,6.3643255591979155
1932,2015年度,24-204,三重県,松阪市,1205127.0,163863.0,7.354479046520569
1933,2015年度,24-205,三重県,桑名市,961327.0,140303.0,6.851792192611705
1934,2015年度,24-206,,上野市,,,
1935,2015年度,24-207,三重県,鈴鹿市,1452255.0,196403.0,7.39426078013065
1936,2015年度,24-208,三重県,名張市,490962.0,78795.0,6.230877593755949
1937,2015年度,24-209,三重県,尾鷲市,171283.0,18009.0,9.510966738852796
1938,2015年度,24-210,三重県,亀山市,367656.0,50254.0,7.315954948859792
1939,2015年度,24-211,三重県,鳥羽市,168270.0,19448.0,8.652303578774166
1940,2015年度,24-212,三重県,熊野市,129991.0,17322.0,7.504387484124235
1941,2015年度,24-213,,久居市,,,
1942,2015年度,24-214,三重県,いなべ市,330181.0,45815.0,7.206831823638546
1943,2015年度,24-215,三重県,志摩市,412268.0,50341.0,8.189507558451362
1944,2015年度,24-216,三重県,伊賀市,695668.0,90581.0,7.680065355869332
1945,2015年度,24-301,,多度町,,,
1946,2015年度,24-302,,長島町,,,
1947,2015年度,24-303,三重県,木曽岬町,28355.0,6357.0,4.4604373131980495
1948,2015年度,24-321,,北勢町,,,
1949,2015年度,24-322,,員弁町,,,
1950,2015年度,24-323,,大安町,,,
1951,2015年度,24-324,三重県,東員町,170202.0,25344.0,6.715672348484849
1952,2015年度,24-325,,藤原町,,,
1953,2015年度,24-341,三重県,菰野町,292794.0,40210.0,7.281621487192241
1954,2015年度,24-342,,楠町,,,
1955,2015年度,24-343,三重県,朝日町,63021.0,10560.0,5.967897727272727
1956,2015年度,24-344,三重県,川越町,137182.0,14752.0,9.2992136659436
1957,2015年度,24-361,,関町,,,
1958,2015年度,24-381,,河芸町,,,
1959,2015年度,24-382,,芸濃町,,,
1960,2015年度,24-383,,美里村,,,
1961,2015年度,24-384,,安濃町,,,
1962,2015年度,24-402,,香良洲町,,,
1963,2015年度,24-403,,一志町,,,
1964,2015年度,24-404,,白山町,,,
1965,2015年度,24-405,,嬉野町,,,
1966,2015年度,24-406,,美杉村,,,
1967,2015年度,24-407,,三雲町,,,
1968,2015年度,24-421,,飯南町,,,
1969,2015年度,24-422,,飯高町,,,
1970,2015年度,24-441,三重県,多気町,89097.0,14878.0,5.988506519693507
1971,2015年度,24-442,三重県,明和町,175046.0,22586.0,7.7501992384663065
1972,2015年度,24-443,三重県,大台町,56638.0,9557.0,5.926336716542848
1973,2015年度,24-444,,勢和村,,,
1974,2015年度,24-445,,宮川村,,,
1975,2015年度,24-461,三重県,玉城町,100445.0,15431.0,6.509299462121703
1976,2015年度,24-462,,二見町,,,
1977,2015年度,24-463,,小俣町,,,
1978,2015年度,24-464,,南勢町,,,
1979,2015年度,24-465,,南島町,,,
1980,2015年度,24-466,,大宮町,,,
1981,2015年度,24-467,,紀勢町,,,
1982,2015年度,24-468,,御薗村,,,
1983,2015年度,24-469,,大内山村,,,
1984,2015年度,24-470,三重県,度会町,45510.0,8309.0,5.477193404741846
1985,2015年度,24-471,三重県,大紀町,48129.0,8939.0,5.384159301935339
1986,2015年度,24-472,三重県,南伊勢町,62325.0,12788.0,4.873709727869878
1987,2015年度,24-481,,伊賀町,,,
1988,2015年度,24-482,,島ヶ原村,,,
1989,2015年度,24-483,,阿山町,,,
1990,2015年度,24-484,,大山田村,,,
1991,2015年度,24-501,,青山町,,,
1992,2015年度,24-521,,浜島町,,,
1993,2015年度,24-522,,大王町,,,
1994,2015年度,24-523,,志摩町,,,
1995,2015年度,24-524,,阿児町,,,
1996,2015年度,24-525,,磯部町,,,
1997,2015年度,24-541,,紀伊長島町,,,
1998,2015年度,24-542,,海山町,,,
1999,2015年度,24-543,三重県,紀北町,116537.0,16338.0,7.132880401517934
2000,2015年度,24-561,三重県,御浜町,60557.0,8741.0,6.927925866605651
2001,2015年度,24-562,三重県,紀宝町,59357.0,11207.0,5.296421879182653
2002,2015年度,24-563,,紀和町,,,
2003,2015年度,24-564,,鵜殿村,,,
2004,2015年度,25-201,滋賀県,大津市,1854616.0,340973.0,5.439187267027008
2005,2015年度,25-202,滋賀県,彦根市,815139.0,113679.0,7.1705328160874044
2006,2015年度,25-203,滋賀県,長浜市,807038.0,118193.0,6.828137030111766
2007,2015年度,25-204,滋賀県,近江八幡市,495535.0,81312.0,6.094241932310114
2008,2015年度,25-205,,八日市市,,,
2009,2015年度,25-206,滋賀県,草津市,877465.0,137247.0,6.393327358703651
2010,2015年度,25-207,滋賀県,守山市,587353.0,79859.0,7.354875468012372
2011,2015年度,25-208,滋賀県,栗東市,837039.0,66749.0,12.54009797899594
2012,2015年度,25-209,滋賀県,甲賀市,682848.0,90901.0,7.511996567694525
2013,2015年度,25-210,滋賀県,野洲市,324942.0,49889.0,6.513299524945379
2014,2015年度,25-211,滋賀県,湖南市,415139.0,54289.0,7.646834533699276
2015,2015年度,25-212,滋賀県,高島市,303182.0,50025.0,6.060609695152424
2016,2015年度,25-213,滋賀県,東近江市,747837.0,114180.0,6.549632159747767
2017,2015年度,25-214,滋賀県,米原市,244670.0,38719.0,6.319119811978615
2018,2015年度,25-301,,志賀町,,,
2019,2015年度,25-321,,栗東町,,,
2020,2015年度,25-342,,中主町,,,
2021,2015年度,25-343,,野洲町,,,
2022,2015年度,25-361,,石部町,,,
2023,2015年度,25-362,,甲西町,,,
2024,2015年度,25-363,,水口町,,,
2025,2015年度,25-364,,土山町,,,
2026,2015年度,25-365,,甲賀町,,,
2027,2015年度,25-366,,甲南町,,,
2028,2015年度,25-367,,信楽町,,,
2029,2015年度,25-381,,安土町,,,
2030,2015年度,25-382,,蒲生町,,,
2031,2015年度,25-383,滋賀県,日野町,129071.0,21873.0,5.900928084853472
2032,2015年度,25-384,滋賀県,竜王町,133320.0,12434.0,10.722213286150877
2033,2015年度,25-401,,永源寺町,,,
2034,2015年度,25-402,,五個荘町,,,
2035,2015年度,25-403,,能登川町,,,
2036,2015年度,25-421,,愛東町,,,
2037,2015年度,25-422,,湖東町,,,
2038,2015年度,25-423,,秦荘町,,,
2039,2015年度,25-424,,愛知川町,,,
2040,2015年度,25-425,滋賀県,愛荘町,149270.0,20778.0,7.184040812397728
2041,2015年度,25-441,滋賀県,豊郷町,90777.0,7422.0,12.230800323362974
2042,2015年度,25-442,滋賀県,甲良町,47589.0,7039.0,6.760761471799972
2043,2015年度,25-443,滋賀県,多賀町,46280.0,7355.0,6.292318150917743
2044,2015年度,25-461,,山東町,,,
2045,2015年度,25-462,,伊吹町,,,
2046,2015年度,25-463,,米原町,,,
2047,2015年度,25-464,,近江町,,,
2048,2015年度,25-481,,浅井町,,,
2049,2015年度,25-482,,虎姫町,,,
2050,2015年度,25-483,,湖北町,,,
2051,2015年度,25-484,,びわ町,,,
2052,2015年度,25-501,,高月町,,,
2053,2015年度,25-502,,木之本町,,,
2054,2015年度,25-503,,余呉町,,,
2055,2015年度,25-504,,西浅井町,,,
2056,2015年度,25-521,,マキノ町,,,
2057,2015年度,25-522,,今津町,,,
2058,2015年度,25-523,,朽木村,,,
2059,2015年度,25-524,,安曇川町,,,
2060,2015年度,25-525,,高島町,,,
2061,2015年度,25-526,,新旭町,,,
2062,2015年度,26-100,京都府,京都市,10058128.0,1475183.0,6.818223908491353
2063,2015年度,26-201,京都府,福知山市,688836.0,78935.0,8.726623170963451
2064,2015年度,26-202,京都府,舞鶴市,667143.0,83990.0,7.943124181450172
2065,2015年度,26-203,京都府,綾部市,233844.0,33821.0,6.914165755004287
2066,2015年度,26-204,京都府,宇治市,1045598.0,184678.0,5.6617355613554405
2067,2015年度,26-205,京都府,宮津市,122483.0,18426.0,6.6472918701834365
2068,2015年度,26-206,京都府,亀岡市,569721.0,89479.0,6.36709171984488
2069,2015年度,26-207,京都府,城陽市,547712.0,76869.0,7.125265061338121
2070,2015年度,26-208,京都府,向日市,293319.0,53380.0,5.494923192206819
2071,2015年度,26-209,京都府,長岡京市,382762.0,80090.0,4.779148457984767
2072,2015年度,26-210,京都府,八幡市,573872.0,72664.0,7.897610921501706
2073,2015年度,26-211,京都府,京田辺市,331695.0,70835.0,4.682642761346792
2074,2015年度,26-212,京都府,京丹後市,338186.0,55054.0,6.1428052457587095
2075,2015年度,26-213,京都府,南丹市,178815.0,33145.0,5.3949313621964095
2076,2015年度,26-214,京都府,木津川市,330910.0,72840.0,4.542970895112576
2077,2015年度,26-303,京都府,大山崎町,83186.0,15181.0,5.479612673736908
2078,2015年度,26-322,京都府,久御山町,262884.0,15805.0,16.632964251819043
2079,2015年度,26-342,,田辺町,,,
2080,2015年度,26-343,京都府,井手町,33783.0,7910.0,4.270922882427307
2081,2015年度,26-344,京都府,宇治田原町,68458.0,9319.0,7.346067174589548
2082,2015年度,26-361,,山城町,,,
2083,2015年度,26-362,,木津町,,,
2084,2015年度,26-363,,加茂町,,,
2085,2015年度,26-364,京都府,笠置町,13130.0,1368.0,9.597953216374268
2086,2015年度,26-365,京都府,和束町,19855.0,3956.0,5.018958543983822
2087,2015年度,26-366,京都府,精華町,102248.0,36376.0,2.810864306135914
2088,2015年度,26-367,京都府,南山城村,3940.0,2652.0,1.4856711915535445
2089,2015年度,26-381,,京北町,,,
2090,2015年度,26-382,,美山町,,,
2091,2015年度,26-401,,園部町,,,
2092,2015年度,26-402,,八木町,,,
2093,2015年度,26-403,,丹波町,,,
2094,2015年度,26-404,,日吉町,,,
2095,2015年度,26-405,,瑞穂町,,,
2096,2015年度,26-406,,和知町,,,
2097,2015年度,26-407,京都府,京丹波町,102278.0,14453.0,7.076593094859199
2098,2015年度,26-421,,三和町,,,
2099,2015年度,26-422,,夜久野町,,,
2100,2015年度,26-441,,大江町,,,
2101,2015年度,26-461,,加悦町,,,
2102,2015年度,26-462,,岩滝町,,,
2103,2015年度,26-463,京都府,伊根町,4322.0,2110.0,2.048341232227488
2104,2015年度,26-464,,野田川町,,,
2105,2015年度,26-465,京都府,与謝野町,140377.0,21834.0,6.429284601996885
2106,2015年度,26-481,,峰山町,,,
2107,2015年度,26-482,,大宮町,,,
2108,2015年度,26-501,,網野町,,,
2109,2015年度,26-502,,丹後町,,,
2110,2015年度,26-503,,弥栄町,,,
2111,2015年度,26-521,,久美浜町,,,
2112,2015年度,27-100,大阪府,大阪市,31224569.0,2691185.0,11.602535314368948
2113,2015年度,27-140,大阪府,堺市,6212016.0,839310.0,7.401336812381599
2114,2015年度,27-201,,堺市,,,
2115,2015年度,27-202,大阪府,岸和田市,1560585.0,194911.0,8.006654319150792
2116,2015年度,27-203,大阪府,豊中市,2605944.0,395479.0,6.5893359697986496
2117,2015年度,27-204,大阪府,池田市,621116.0,103069.0,6.026215447903831
2118,2015年度,27-205,大阪府,吹田市,1894419.0,374468.0,5.0589609793093135
2119,2015年度,27-206,大阪府,泉大津市,631330.0,75897.0,8.318247098040766
2120,2015年度,27-207,大阪府,高槻市,1757019.0,351829.0,4.993957291752528
2121,2015年度,27-208,大阪府,貝塚市,831571.0,88694.0,9.375730038108554
2122,2015年度,27-209,大阪府,守口市,1107631.0,143042.0,7.743397044224773
2123,2015年度,27-210,大阪府,枚方市,2060363.0,404152.0,5.097990360062551
2124,2015年度,27-211,大阪府,茨木市,1718939.0,280033.0,6.138344409408891
2125,2015年度,27-212,大阪府,八尾市,2515874.0,268800.0,9.359650297619048
2126,2015年度,27-213,大阪府,泉佐野市,2379985.0,100966.0,23.572143097676445
2127,2015年度,27-214,大阪府,富田林市,591818.0,113984.0,5.192114682762493
2128,2015年度,27-215,大阪府,寝屋川市,1676711.0,237518.0,7.05930076878384
2129,2015年度,27-216,大阪府,河内長野市,496470.0,106987.0,4.640470337517642
2130,2015年度,27-217,大阪府,松原市,920024.0,120750.0,7.619246376811594
2131,2015年度,27-218,大阪府,大東市,873307.0,123217.0,7.087552853908146
2132,2015年度,27-219,大阪府,和泉市,1110132.0,186109.0,5.96495602039665
2133,2015年度,27-220,大阪府,箕面市,821637.0,133411.0,6.15869006303828
2134,2015年度,27-221,大阪府,柏原市,352378.0,71112.0,4.955253684328946
2135,2015年度,27-222,大阪府,羽曳野市,677112.0,112683.0,6.008998695455393
2136,2015年度,27-223,大阪府,門真市,1201500.0,123576.0,9.722761701301224
2137,2015年度,27-224,大阪府,摂津市,794785.0,85007.0,9.349641794205183
2138,2015年度,27-225,大阪府,高石市,332726.0,56529.0,5.88593465300996
2139,2015年度,27-226,大阪府,藤井寺市,415446.0,65438.0,6.348696476053669
2140,2015年度,27-227,大阪府,東大阪市,4236658.0,502784.0,8.426397816955193
2141,2015年度,27-228,大阪府,泉南市,439131.0,62438.0,7.03307280822576
2142,2015年度,27-229,大阪府,四條畷市,368207.0,56075.0,6.566330806954971
2143,2015年度,27-230,大阪府,交野市,367088.0,76435.0,4.8026166023418595
2144,2015年度,27-231,大阪府,大阪狭山市,329801.0,57792.0,5.706689507198228
2145,2015年度,27-232,大阪府,阪南市,282299.0,54276.0,5.201175473505785
2146,2015年度,27-301,大阪府,島本町,98226.0,29983.0,3.276056431978121
2147,2015年度,27-321,大阪府,豊能町,46787.0,19934.0,2.347095414869068
2148,2015年度,27-322,大阪府,能勢町,56055.0,10256.0,5.46558112324493
2149,2015年度,27-341,大阪府,忠岡町,109777.0,17298.0,6.346224997109492
2150,2015年度,27-361,大阪府,熊取町,169136.0,44435.0,3.8063688533813433
2151,2015年度,27-362,大阪府,田尻町,312738.0,8417.0,37.15551859332304
2152,2015年度,27-366,大阪府,岬町,85571.0,15938.0,5.368992345338185
2153,2015年度,27-367,,阪南町,,,
2154,2015年度,27-381,大阪府,太子町,256087.0,13748.0,18.627218504509745
2155,2015年度,27-382,大阪府,河南町,89539.0,16126.0,5.552461862830212
2156,2015年度,27-383,大阪府,千早赤阪村,3197.0,5378.0,0.5944589066567497
2157,2015年度,27-385,,美原町,,,
2158,2015年度,28-100,兵庫県,神戸市,10264374.0,1537272.0,6.677005760854293
2159,2015年度,28-201,兵庫県,姫路市,4162863.0,535664.0,7.7714070760775416
2160,2015年度,28-202,兵庫県,尼崎市,3613504.0,452563.0,7.984532540220919
2161,2015年度,28-203,兵庫県,明石市,1700153.0,293409.0,5.794481423541882
2162,2015年度,28-204,兵庫県,西宮市,2395596.0,487850.0,4.910517577124116
2163,2015年度,28-205,兵庫県,洲本市,294168.0,44258.0,6.646662750237245
2164,2015年度,28-206,兵庫県,芦屋市,286373.0,95350.0,3.003387519664394
2165,2015年度,28-207,兵庫県,伊丹市,1295595.0,196883.0,6.58053260058004
2166,2015年度,28-208,兵庫県,相生市,203472.0,30129.0,6.753360549636563
2167,2015年度,28-209,兵庫県,豊岡市,585342.0,82250.0,7.116620060790273
2168,2015年度,28-210,兵庫県,加古川市,1737144.0,267435.0,6.495574625609962
2169,2015年度,28-211,,龍野市,,,
2170,2015年度,28-212,兵庫県,赤穂市,364210.0,48567.0,7.499124920213314
2171,2015年度,28-213,兵庫県,西脇市,290277.0,40866.0,7.103141976214946
2172,2015年度,28-214,兵庫県,宝塚市,967274.0,224903.0,4.300849699648293
2173,2015年度,28-215,兵庫県,三木市,557339.0,77178.0,7.221475031744798
2174,2015年度,28-216,兵庫県,高砂市,619901.0,91030.0,6.809853894320554
2175,2015年度,28-217,兵庫県,川西市,703882.0,156375.0,4.501243804956035
2176,2015年度,28-218,兵庫県,小野市,279321.0,48580.0,5.74971181556196
2177,2015年度,28-219,兵庫県,三田市,509894.0,112691.0,4.524709160447595
2178,2015年度,28-220,兵庫県,加西市,281154.0,44313.0,6.344729537607474
2179,2015年度,28-221,兵庫県,篠山市,272556.0,41490.0,6.569197396963124
2180,2015年度,28-222,兵庫県,養父市,157256.0,24288.0,6.47463768115942
2181,2015年度,28-223,兵庫県,丹波市,434143.0,64660.0,6.714243736467677
2182,2015年度,28-224,兵庫県,南あわじ市,362270.0,46912.0,7.722331173260573
2183,2015年度,28-225,兵庫県,朝来市,208929.0,30805.0,6.782308066872261
2184,2015年度,28-226,兵庫県,淡路市,333849.0,43977.0,7.591445528344362
2185,2015年度,28-227,兵庫県,宍粟市,329473.0,37773.0,8.722447250681704
2186,2015年度,28-228,兵庫県,加東市,300797.0,40310.0,7.462093773257256
2187,2015年度,28-229,兵庫県,たつの市,535762.0,77419.0,6.920290884666555
2188,2015年度,28-301,兵庫県,猪名川町,155738.0,30838.0,5.050197807899345
2189,2015年度,28-321,,吉川町,,,
2190,2015年度,28-341,,社町,,,
2191,2015年度,28-342,,滝野町,,,
2192,2015年度,28-343,,東条町,,,
2193,2015年度,28-361,,中町,,,
2194,2015年度,28-362,,加美町,,,
2195,2015年度,28-363,,八千代町,,,
2196,2015年度,28-364,,黒田庄町,,,
2197,2015年度,28-365,兵庫県,多可町,95476.0,21200.0,4.503584905660377
2198,2015年度,28-381,兵庫県,稲美町,205748.0,31020.0,6.632753062540297
