,5位数字ID,地点或企业,都道府县,市町村或企业,水量,硝酸盐浓度,Na浓度,Cl浓度,硬度,蒸发残留物,TOC
365,21-035,岐阜県揖斐川町,岐阜県,揖斐川町,7649.0,0.8348150084978428,3.539325402013335,3.140070597463721,37.604392731075954,63.74807164335207,0.30000000000000004
366,21-065,岐阜県本巣市(本巣),岐阜県,本巣市(本巣),3109.0,1.2,3.359054358314571,2.8,55.0,83.0,0.3
367,21-067,岐阜県本巣市(真正),岐阜県,本巣市(真正),3793.0,0.4,2.768600052728711,2.1656999736356446,40.313999472712894,60.686000527287106,0.30000000000000004
368,21-068,岐阜県本巣市(糸貫),岐阜県,本巣市(糸貫),4581.0,1.2,3.4,3.2,56.0,89.0,0.3
369,21-057,岐阜県池田町,岐阜県,池田町,2172.0,0.6,4.1,2.8,34.0,63.0,0.3
370,21-077,岐阜県海津市,岐阜県,海津市,15094.0,0.40989134755532,7.915661852391679,2.99880084801908,33.075129190406784,79.40738041605937,0.3
371,21-066,岐阜県瑞穂市,岐阜県,瑞穂市,37017.0,0.5734224815625254,4.085406705027419,2.691720020531107,44.699840613772054,82.79439176594538,0.29999999999999993
372,21-031,岐阜県神戸町,岐阜県,神戸町,8047.0,0.6997589163663477,4.129949049335155,2.672461787001367,39.0,73.14974524667578,0.3
373,21-011,岐阜県笠松町,岐阜県,笠松町,7648.0,1.6134937238493723,10.484989539748954,6.445109832635983,63.04524058577406,127.84414225941423,0.29999999999999993
374,21-010,岐阜県美濃市,岐阜県,美濃市,6608.0,0.8104721549636804,3.765133171912833,3.7733050847457625,26.337167070217916,57.535108958837775,0.3
375,21-016,岐阜県羽島市,岐阜県,羽島市,25209.0,0.5915450831052401,5.946221587528263,2.9416597247014957,44.66396921734301,82.00567257725416,0.3
376,21-034,岐阜県輪之内町,岐阜県,輪之内町,8854.0,0.15000000000000002,7.300000000000001,2.5,42.5,82.5,0.3
377,21-071,岐阜県郡上市(八幡),岐阜県,郡上市(八幡),3395.0,0.4816288659793815,1.2459793814432991,1.3824742268041237,62.59381443298969,83.95876288659794,0.3
378,21-024,岐阜県関ケ原町,岐阜県,関ケ原町,1616.0,0.9,14.0,13.0,32.0,85.0,0.5
379,21-004,岐阜県関市,岐阜県,関市,40416.0,1.1794314133016628,5.794952494061758,7.899913400633413,39.728399643705465,82.298495645289,0.31249999999999994
380,21-070,岐阜県飛騨市(古川),岐阜県,飛騨市(古川),4387.0,1.7,5.8,8.0,53.0,105.0,0.3
381,21-069,岐阜県飛騨市(神岡),岐阜県,飛騨市(神岡),406.0,0.8,4.6,3.8999999999999995,37.0,87.0,0.3
382,21-052,岐阜県養老町,岐阜県,養老町,9917.0,1.2707875365533932,6.703015024705052,5.012019764041544,70.80387213875164,119.74609256831702,0.3
383,21-003,岐阜県高山市,岐阜県,高山市,19813.0,0.737318932014334,3.254782213698077,1.8977792358552468,24.744208348054308,52.59955584717105,0.3035128451017009
384,33-030,岡山県井原市,岡山県,井原市,9460.0,1.7360190274841438,9.188139534883721,7.925549682875266,77.69788583509514,126.59873150105709,0.31413319238900633
385,33-041,岡山県倉敷市,岡山県,倉敷市,43363.0,1.319241058044877,24.4370961418721,26.31475451421719,85.47844936927795,174.58630629799598,0.48908747088531696
386,33-016,岡山県備前市,岡山県,備前市,16990.0,0.8161859917598587,8.366804002354327,7.408711006474396,39.580929958799295,73.7386698057681,6.260565038257798
387,33-002,岡山県和気町,岡山県,和気町,1833.0,1.5635024549918168,8.105182760501908,7.0045826513911615,51.789961811238406,112.87615930169122,0.44075286415711945
388,33-018,岡山県岡山市,岡山県,岡山市,64013.0,1.0078243481792761,7.125965038351584,7.03633480699233,41.19364816521644,77.77679533844687,0.2730476621936169
389,33-019,岡山県津山市,岡山県,津山市,272.0,1.1,8.7,10.4,41.0,98.0,0.2
390,33-025,岡山県瀬戸内市,岡山県,瀬戸内市,750.0,1.1,7.9,6.7,49.0,115.0,0.3
391,33-027,岡山県玉野市,岡山県,玉野市,241.0,2.53,11.0,8.7,37.0,107.0,0.5
392,33-034,岡山県真庭市,岡山県,真庭市,1616.0,1.47,7.5,7.3,38.0,79.0,0.3
393,33-045,岡山県矢掛町,岡山県,矢掛町,4466.0,1.3753000447828034,9.999552171965965,8.1628302731751,77.59337214509628,138.71450962830272,1.047357814599194
394,33-012,岡山県総社市,岡山県,総社市,16092.0,1.0838360676112353,8.048968431518768,8.422613721103655,60.585446184439476,101.57146408153119,0.3146718866517524
395,33-029,岡山県美作市,岡山県,美作市,1352.0,1.2848816568047339,7.2646449704142,9.46612426035503,57.5414201183432,105.9171597633136,0.663905325443787
396,33-035,岡山県赤磐市,岡山県,赤磐市,1728.0,2.9993055555555554,9.781944444444443,8.766435185185186,68.20601851851852,129.65740740740742,0.3212962962962963
397,33-040,岡山県鏡野町,岡山県,鏡野町,1305.0,0.4,4.6,4.2,14.0,34.0,0.7
398,33-013,岡山県高梁市,岡山県,高梁市,5179.0,1.6700000000000002,11.0,7.2,56.0,114.0,0.5
399,03-043,岩手県一戸町(奥中山),岩手県,一戸町(奥中山),1507.0,0.33,3.1,2.7,24.0,62.0,0.2
400,03-002,岩手県一関市,岩手県,一関市,14694.0,1.6526010616578195,11.234517490132026,12.208384374574656,80.7064788348986,155.5226623111474,0.36714305158568117
401,03-010,岩手県久慈市,岩手県,久慈市,10479.0,0.5809218436873748,6.221872316060693,5.978184941311193,74.57457772688234,111.31033495562554,0.2
402,03-019,岩手県二戸市,岩手県,二戸市,801.0,0.28,4.0,3.6,39.0,63.0,0.3
403,03-035,岩手県八幡平市,岩手県,八幡平市,9940.0,0.49682092555331986,6.06569416498994,4.001106639839034,64.27464788732394,130.07444668008048,0.3090543259557344
404,03-011,岩手県北上市,岩手県,北上市,1376.0,1.39,8.8,9.0,45.0,103.0,0.3
405,03-013,岩手県大槌町,岩手県,大槌町,3879.0,1.02,6.4,3.6,35.0,69.0,0.3
406,03-006,岩手県大船渡市,岩手県,大船渡市,8131.0,1.6848604107735827,8.962636822039109,7.870753904808756,66.33501414340179,121.80494404132332,0.2
407,03-009,岩手県奥州市,岩手県,奥州市,34275.0,1.6779124726477026,9.263775346462436,10.525499635302697,70.64764405543399,189.5818234865062,0.3503661560904449
408,03-005,岩手県宮古市,岩手県,宮古市,19864.0,0.7038310511478052,4.862414418042691,3.7974526782118403,32.5659484494563,66.55326218284334,0.1695479258960934
409,03-004,岩手県山田町,岩手県,山田町,4334.0,0.5999999999999999,5.048154130133825,4.89926165205353,18.992616520535304,60.9926165205353,0.2
410,03-023,岩手県岩手町,岩手県,岩手町,508.0,0.22,10.9,12.1,70.0,147.0,0.4
411,03-027,岩手県平泉町,岩手県,平泉町,1809.0,1.0,12.5,13.0,94.0,222.0,0.4
412,03-030,岩手県滝沢市,岩手県,滝沢市,9495.0,0.7529731437598736,5.563654555028962,5.06374934175882,51.66382306477093,115.394523433386,0.2
413,03-001,岩手県盛岡市,岩手県,盛岡市,3639.0,0.5969139873591647,12.053805990656773,7.684583676834295,110.30722726023633,215.5377851057983,0.29999999999999993
414,03-021,岩手県矢巾町,岩手県,矢巾町,8224.0,2.625,11.0,7.749999999999999,59.5,140.5,0.45
415,03-014,岩手県紫波町,岩手県,紫波町,7223.0,1.8459324380451334,7.576436383774054,6.88648760902672,49.685033919424065,112.44095251280632,0.37015090682541885
416,03-003,岩手県花巻市,岩手県,花巻市,2816.0,3.3979296875,8.73465909090909,8.938529829545455,77.80397727272727,228.2599431818182,0.3471946022727273
417,03-041,岩手県藤沢町,岩手県,藤沢町,1732.0,0.9991801385681294,17.037528868360276,10.994341801385682,71.89665127020785,128.74018475750577,0.744688221709007
418,03-042,岩手県軽米町,岩手県,軽米町,266.0,1.6557894736842107,8.647368421052633,14.652631578947366,52.0,138.10526315789474,0.3473684210526316
419,03-022,岩手県金ケ崎町,岩手県,金ケ崎町,3131.0,1.4856339827531142,8.791280740977324,11.712839348450972,39.96007665282657,87.06228042159054,0.3055253912488023
420,03-007,岩手県釜石市,岩手県,釜石市,11069.0,0.897720661306351,5.215511789682898,3.8566175806305902,41.6525431384949,70.37347547203903,0.28153401391272925
421,03-012,岩手県陸前高田市,岩手県,陸前高田市,3089.0,0.8412107478148266,11.49530592424733,17.367562317902234,78.06247976691486,136.3046293298802,0.5941404985432178
422,03-015,岩手県雫石町,岩手県,雫石町,4099.0,0.5079434008294705,5.149475481824835,3.6254940229324224,37.993169065625764,86.94413271529642,0.3
423,32-012,島根県出雲市,島根県,出雲市,42903.0,0.3739834044239331,9.442300072256021,10.148884693378086,27.198447661002728,78.90711605249051,0.3261333706267627
424,32-005,島根県大田市,島根県,大田市,3327.0,0.32,13.5,19.5,30.0,96.0,0.8000000000000002
425,32-004,島根県安来市,島根県,安来市,2012.0,0.41353379721669986,12.69831013916501,15.170874751491056,30.731113320079523,91.83250497017893,0.43931411530815107
427,32-021,島根県松江市(東出雲),島根県,松江市(東出雲),23.0,0.53,13.0,16.5,88.0,139.0,0.2
428,32-001,島根県松江市(松江),島根県,松江市(松江),524.0,0.72,8.0,10.3,31.0,102.0,0.1
429,32-003,島根県浜田市,島根県,浜田市,17931.0,0.5683157659918577,8.653650103173275,10.946188165746474,35.29563326083319,87.26284089007864,0.3
430,32-002,島根県益田市,島根県,益田市,15183.0,0.8705222946716723,11.905670816044259,13.848567476783245,35.011921227688866,87.23921491141408,0.3
431,32-020,島根県雲南市(大東?加茂),島根県,雲南市(大東?加茂),1156.0,1.0,9.2,12.7,28.0,75.0,0.3
432,32-019,島根県雲南市(木次三刀屋),島根県,雲南市(木次三刀屋),4350.0,0.48699540229885063,9.346160919540228,12.277057471264367,98.04551724137932,74.02988505747126,0.3
433,34-028,広島県三原市,広島県,三原市,4778.0,0.9619003767266638,8.64524905818334,7.262997069903725,30.58392632900795,78.07011301799916,0.5
434,34-034,広島県三次市,広島県,三次市,10020.0,0.68,5.2,5.6,20.0,56.0,0.4
435,34-051,広島県北広島町,広島県,北広島町,75.0,0.8,9.9,8.3,33.0,84.0,0.3
436,34-014,広島県安芸高田市,広島県,安芸高田市,1650.0,1.4842424242424241,7.803030303030303,9.025454545454545,47.21818181818182,95.74545454545455,0.2
437,34-015,広島県府中市,広島県,府中市,4026.0,0.9,9.0,7.1,43.0,85.0,0.6
438,34-004,広島県廿日市市,広島県,廿日市市,3993.0,1.7728274480340596,10.398948159278739,11.938492361632857,44.390182819934886,145.5847733533684,0.26599048334585523
439,34-003,広島県海田町,広島県,海田町,1444.0,1.0387396121883656,14.356648199445983,11.315858725761771,45.19113573407202,110.0,0.4
440,34-019,広島県福山市,広島県,福山市,5661.0,0.6229782723900371,10.626656067832538,7.9379614909026674,43.631337219572515,94.48789966437025,0.7963963963963964
441,34-031,広島県竹原市,広島県,竹原市,12437.0,1.2001736753236312,9.09889844817882,6.3125914609632545,40.764573450188955,89.34429524805017,0.4913966390608668
442,36-034,徳島県つるぎ町,徳島県,つるぎ町,3265.0,0.5521163859111792,4.328943338437979,2.9066768759571207,54.06370597243492,95.25329249617151,0.3
443,36-029,徳島県上板町,徳島県,上板町,15756.0,3.0533333333333332,8.799999999999999,7.2,91.66666666666667,148.66666666666666,0.29999999999999993
444,36-032,徳島県吉野川市,徳島県,吉野川市,14867.0,1.3420172193448578,5.154449451806014,3.023151947265756,55.9817717091545,88.84832178650703,0.30000000000000004
445,36-005,徳島県小松島市,徳島県,小松島市,18851.0,0.53,4.6,3.4,48.0,81.0,0.3
446,36-002,徳島県徳島市,徳島県,徳島市,41472.0,0.4920170235339506,4.7721836419753085,3.899411651234568,44.95421006944444,75.88512731481481,0.1835985725308642
447,36-031,徳島県東みよし町,徳島県,東みよし町,1376.0,1.8381831395348838,4.37281976744186,3.7106104651162792,50.15479651162791,92.3546511627907,0.3
448,36-025,徳島県板野町,徳島県,板野町,7009.0,0.1662505350263946,15.295634184619773,4.647110857468968,36.90868882864888,107.03837922670851,0.5379797403338564
449,36-036,徳島県海陽町,徳島県,海陽町,3472.0,0.14269585253456218,4.559562211981566,2.0163018433179722,16.702188940092167,43.46082949308756,0.3
450,36-004,徳島県牟岐町,徳島県,牟岐町,1681.0,0.22,6.5,4.4,13.0,54.0,0.3
451,36-033,徳島県美馬市,徳島県,美馬市,10733.0,1.0355017236560142,8.361194447032517,4.232786732507221,60.84692071182335,115.37911115252027,0.32247274760085715
452,36-016,徳島県藍住町,徳島県,藍住町,12941.0,0.29444787883471135,45.78170929603586,48.088285294799476,46.35909126033537,155.1784251603431,0.3
453,36-017,徳島県阿南市,徳島県,阿南市,33829.0,0.5027257678323331,5.074412486328298,2.313925921546602,52.02045582192793,83.57379762925301,0.30000000000000004
454,36-035,徳島県阿波市,徳島県,阿波市,19704.0,3.232405602923264,8.547655298416565,6.708916971173366,63.293848964677224,122.08318107998376,0.7563692651238327
455,38-005,愛媛県今治市(今治),愛媛県,今治市(今治),12602.0,1.3705284875416601,6.8011744167592445,4.701174416759244,48.60117441675924,95.0234883351849,0.5300587208379621
456,38-011,愛媛県今治市(大西),愛媛県,今治市(大西),181.0,4.423204419889502,20.037016574585635,15.1585635359116,91.74033149171271,216.94475138121547,1.1972375690607735
457,38-022,愛媛県今治市(朝倉),愛媛県,今治市(朝倉),529.0,1.2,7.2,4.9,53.0,102.0,0.5
458,38-037,愛媛県今治市(玉川),愛媛県,今治市(玉川),1830.0,0.784808743169399,5.224043715846994,3.7332240437158473,43.30054644808743,67.38907103825137,0.5424043715846995
459,38-032,愛媛県今治市(菊間),愛媛県,今治市(菊間),1714.0,3.9668611435239205,12.13080513418903,9.26242707117853,114.38273045507584,209.26487747957992,1.1792298716452743
460,38-036,愛媛県今治市(越智諸島),愛媛県,今治市(越智諸島),4383.0,0.8783709787816564,10.389436459046314,7.191558293406343,29.258270590919462,79.83367556468173,1.7893680127766372
461,38-024,愛媛県伊方町,愛媛県,伊方町,724.0,3.0577348066298344,12.153729281767955,15.499447513812152,94.15331491712708,175.8439226519337,0.262292817679558
462,38-043,愛媛県八幡浜市,愛媛県,八幡浜市,3799.0,4.534008949723611,10.302474335351407,10.150355356672808,99.75493550934456,166.84627533561465,0.29999999999999993
463,38-017,愛媛県内子町,愛媛県,内子町,3353.0,0.595084998508798,7.827020578586341,7.7197435132716965,75.11840143155383,120.87026543393975,0.4136594094840442
464,38-039,愛媛県四国中央市(小富士長津,愛媛県,四国中央市(小富士長津,697.0,2.9274748923959826,5.958967001434719,6.216786226685797,58.98852223816356,101.57245337159254,0.1
465,38-013,愛媛県大洲市,愛媛県,大洲市,18069.0,1.502121866179645,0.0,7.368481930377996,62.611544634456806,102.41989042005645,0.3
466,38-001,愛媛県宇和島市,愛媛県,宇和島市,4859.0,1.555287096110311,31.679851821362412,40.41625848940111,79.61699938258901,194.87837003498663,0.21609384647046723
467,38-042,愛媛県愛南町,愛媛県,愛南町,4469.0,0.8104721414186619,6.057082121279928,8.749474155292011,18.783396733049898,53.25777578876706,0.14779592750055942
468,38-010,愛媛県新居浜市,愛媛県,新居浜市,42071.0,1.7794276342373603,4.8174015354995126,4.76959663426113,45.67350431413563,90.05386132965701,0.1
469,38-041,愛媛県東温市(重信),愛媛県,東温市(重信),6123.0,1.7698824105830477,10.768120202515107,7.166274701943491,79.3129185040013,141.34982851543361,0.3098154499428385
470,38-008,愛媛県松前町,愛媛県,松前町,10231.0,2.0442087772456263,14.0,13.712550092855048,74.43387743133613,155.47639526927964,0.31471996872251
471,38-004,愛媛県松山市,愛媛県,松山市,6101.0,2.55,12.0,7.0,74.0,130.0,0.4
472,38-029,愛媛県砥部町,愛媛県,砥部町,7794.0,1.6693867077238902,10.706697459584296,8.137541698742623,61.03464203233256,121.66871952784193,0.3
473,38-006,愛媛県西予市(三瓶),愛媛県,西予市(三瓶),2288.0,2.4,0.0,0.0,0.0,0.0,0.1
474,38-020,愛媛県西予市(宇和),愛媛県,西予市(宇和),2164.0,0.1,22.882948243992605,7.269177449168207,60.478743068391864,141.9279112754159,0.19311460258780036
475,38-019,愛媛県西条市(丹原),愛媛県,西条市(丹原),2033.0,6.6,8.2,7.3,95.0,173.0,0.1
476,38-025,愛媛県西条市(小松),愛媛県,西条市(小松),2871.0,2.181922675026123,7.470846394984327,8.104388714733542,45.30616509926855,90.90386624869383,0.22361546499477533
477,38-018,愛媛県西条市(東予),愛媛県,西条市(東予),8202.0,2.115203608875884,6.2155327968788106,8.571506949524506,49.22945623018776,91.29334308705194,0.15686417946842232
478,38-045,愛媛県西条市(東部),愛媛県,西条市(東部),2659.0,1.1905979691613389,4.903798420458819,3.842497179390748,42.90597969161339,65.06694245957127,0.10000000000000002
479,38-040,愛媛県西条市(西部),愛媛県,西条市(西部),2571.0,0.7,2.8,2.867755737067289,40.35511474134578,53.75923765071956,0.1
480,38-038,愛媛県鬼北町,愛媛県,鬼北町,1177.0,0.8,4.6,5.8,25.0,59.0,0.30000000000000004
481,23-084,愛知県あま市,愛知県,あま市,1352.0,0.10000000000000002,31.0,2.3,7.0,140.0,0.5
482,23-007,愛知県一宮市,愛知県,一宮市,100835.0,1.7533377299548774,10.251358159369268,5.641283284573808,42.351564436951456,105.76405018098875,0.1589606783358953
485,23-012,愛知県安城市,愛知県,安城市,42042.0,2.7988035773750064,45.708046715189575,9.94350173635888,46.83523619237905,143.61174539745969,0.3
486,23-046,愛知県小牧市,愛知県,小牧市,44525.0,1.639390679393599,13.53787310499719,21.363645143177987,64.66450308815273,154.67449747332958,0.3
487,23-071,愛知県岩倉市,愛知県,岩倉市,14483.0,3.984029551888421,17.684664779396535,19.021818683974313,94.27342401436167,196.98957398329077,0.3110612442173583
489,23-074,愛知県愛西市,愛知県,愛西市,1953.0,0.1,20.644649257552484,2.0,42.822324628776244,111.52073732718894,0.3
490,23-021,愛知県新城市,愛知県,新城市,7107.0,0.9101730688054032,5.407499648234135,5.071549176867877,43.18432531307162,75.76896018010412,0.48518362178134233
491,23-013,愛知県春日井市,愛知県,春日井市,97527.0,0.35172249735970557,6.725869759143622,5.924927455986548,19.110430957580977,55.38056128046592,0.5462928214750786
492,23-080,愛知県江南市,愛知県,江南市,29065.0,4.9994976776191296,11.748542921039052,9.034003096507828,78.03399277481508,155.6511267847927,0.3
493,23-010,愛知県津島市,愛知県,津島市,22911.0,0.10000000000000002,23.193967962987212,1.9538605909824973,53.0734581642006,140.0,0.5461394090175026
494,23-062,愛知県清須市,愛知県,清須市,2864.0,0.1,53.0,33.3,26.0,190.0,0.3
495,23-004,愛知県瀬戸市,愛知県,瀬戸市,3378.0,2.6000000000000005,8.8,15.099999999999998,14.0,94.0,0.3
496,23-006,愛知県犬山市,愛知県,犬山市,5926.0,1.9512656091798855,11.020553493081337,6.95683428957138,46.65035437057037,108.56631792102598,0.3
497,23-049,愛知県田原市,愛知県,田原市,1189.0,6.9692178301093355,16.684608915054667,17.80050462573591,68.42556770395291,186.12026913372583,0.3
498,23-036,愛知県知立市,愛知県,知立市,4781.0,0.1,13.0,1.9,35.0,160.0,0.4
499,23-073,愛知県稲沢市,愛知県,稲沢市,38531.0,0.14,22.0,1.9,14.0,89.0,0.3
500,23-070,愛知県蟹江町,愛知県,蟹江町,11895.0,0.02,49.0,2.1,6.0,230.0,0.8
501,23-076,愛知県西尾市,愛知県,西尾市,7195.0,5.0,13.8,11.3,57.0,155.0,0.4
502,23-009,愛知県豊川市,愛知県,豊川市,17438.0,3.7537125817180863,10.883272164239019,11.89758573230875,71.38312879917422,164.35015483426997,0.20794815919256796
503,23-002,愛知県豊橋市,愛知県,豊橋市,35646.0,1.3390554339897882,12.055013185210122,20.4960809066936,76.02987712506312,162.33470796162263,0.2633451158615272
504,23-011,愛知県豊田市,愛知県,豊田市,48995.0,1.5739602000204105,9.576944586182263,9.267357893662618,47.07372180834779,105.87923257475252,0.33752015511786915
505,15-004,新潟県三条市,新潟県,三条市,130.0,0.4,5.1,7.3,14.0,46.0,0.2
506,15-074,新潟県上越市,新潟県,上越市,19171.0,0.14592353033227268,33.26501486620416,33.89807521777685,57.71623806791508,190.9963486516092,0.3501330134056647
507,15-106,新潟県五泉市,新潟県,五泉市,20221.0,0.5953894466149052,7.085376588694922,6.41624054201078,22.937243459769547,55.25087780030661,0.3
508,15-090,新潟県佐渡市(両津),新潟県,佐渡市(両津),3378.0,0.1,18.194789816459444,17.059798697454116,54.53049141503848,136.7554766133807,0.2059798697454115
509,15-092,新潟県佐渡市(佐和田),新潟県,佐渡市(佐和田),2852.0,0.09999999999999999,30.0,38.0,94.0,230.0,0.9
510,15-091,新潟県佐渡市(相川),新潟県,佐渡市(相川),200.0,0.1,28.0,40.0,42.0,150.0,0.6
511,15-093,新潟県佐渡市(金井),新潟県,佐渡市(金井),630.0,0.1,14.0,19.0,55.0,160.0,0.2
512,15-103,新潟県十日町市,新潟県,十日町市,34691.0,0.9150673085238246,8.0616701738203,11.759179614309188,52.14833818569658,103.08350869101496,0.3
513,15-099,新潟県南魚沼市,新潟県,南魚沼市,1773.0,0.4099266779469825,3.505301748448957,3.0926677946982513,32.66779469825155,60.704455724760294,0.31116751269035536
514,15-067,新潟県妙高市(新井),新潟県,妙高市(新井),6717.0,0.09999999999999999,51.94610689295816,49.69956825963972,41.3011761202918,233.72636593717434,0.6205002233139794
515,15-029,新潟県小千谷市,新潟県,小千谷市,2042.0,2.6210577864838394,8.923702252693438,12.599216454456414,38.598922624877574,107.21988246816846,0.46287952987267383
516,15-036,新潟県弥彦村,新潟県,弥彦村,3484.0,0.5,3.4,11.3,23.0,390.0,1.1
517,15-006,新潟県新発田市,新潟県,新発田市,3205.0,1.116755070202808,5.700124804992199,7.666864274570981,27.334477379095162,85.8365054602184,0.3
518,15-110,新潟県村上市,新潟県,村上市,20155.0,1.24645001240387,8.723378814190026,12.76584966509551,30.225105432895063,71.95618953113372,0.20022823120813693
519,15-030,新潟県湯沢町,新潟県,湯沢町,6851.0,0.27388702379214713,3.0864399357757994,3.133279813165961,10.756969785432783,41.62706174281127,0.49118376879287695
520,15-109,新潟県燕市(分水),新潟県,燕市(分水),5171.0,0.5,4.1,6.0,24.0,300.0,2.3
521,15-108,新潟県燕市(吉田),新潟県,燕市(吉田),11648.0,0.39999999999999997,2.6,4.8,21.0,560.0,4.9
522,15-060,新潟県田上町,新潟県,田上町,2746.0,0.6060815731973781,10.347742170429717,12.338674435542607,73.35214857975237,140.80480699198836,0.2
523,15-100,新潟県糸魚川市,新潟県,糸魚川市,13832.0,0.6383024869866976,15.41677993059572,23.885302197802197,112.7948958935801,186.16787160208213,0.20968045112781955
524,15-105,新潟県胎内市,新潟県,胎内市,1847.0,0.5,15.0,19.0,34.0,110.0,0.3
525,15-002,新潟県長岡市,新潟県,長岡市,3977.0,0.730424943424692,11.116394267035455,11.940256474729695,59.11968820719135,129.69549911993965,0.1
526,15-080,新潟県関川村,新潟県,関川村,3553.0,0.8527441598649029,17.560371517027864,18.06585983675767,24.021953278919224,84.2853926259499,0.20000000000000004
527,15-104,新潟県阿賀町,新潟県,阿賀町,638.0,0.5,5.4,6.2,7.0,34.0,0.2
528,15-095,新潟県阿賀野市,新潟県,阿賀野市,10640.0,0.555499060150376,8.288214285714284,10.362227443609022,25.45046992481203,76.08505639097744,0.23974624060150376
529,15-098,新潟県魚沼市,新潟県,魚沼市,6724.0,0.8381320642474718,9.936005353955979,15.472754312908982,40.19794765020821,85.4707019631172,0.20000000000000004
530,13-035,東京都八丈町,東京都,八丈町,402.0,1.9144776119402982,57.19402985074627,86.28059701492536,113.61940298507463,308.93532338308455,0.4139303482587064
531,13-033,東京都大島町,東京都,大島町,2538.0,1.3302915681639085,197.25453112687154,501.1442080378251,395.21985815602835,1308.6052009456264,0.3564223798266351
532,13-008,東京都昭島市,東京都,昭島市,34824.0,1.1169882839421088,20.0,4.861543762922122,52.137835975189525,125.34941419710545,0.1
534,13-006,東京都武蔵野市,東京都,武蔵野市,48022.0,1.5607055099745952,8.476423305984756,8.497834325933947,75.30352754987298,144.3821165299238,0.20000000000000004
535,13-017,東京都羽村市,東京都,羽村市,19043.0,0.99,3.5,1.8,53.0,77.0,0.4
536,09-049,栃木県さくら市(喜連川),栃木県,さくら市(喜連川),3020.0,1.0,92.0,3.1,56.0,110.0,0.3
537,09-021,栃木県さくら市(氏家),栃木県,さくら市(氏家),8118.0,1.2,7.0,5.4,58.0,100.0,0.3
538,09-029,栃木県上三川町,栃木県,上三川町,8958.0,3.3834449653940615,10.733746371958025,12.287787452556374,90.58182630051351,185.66041527126592,0.3
539,09-042,栃木県下野市,栃木県,下野市,18868.0,5.4442813228747085,10.05684227263091,12.759963960144159,94.71698113207547,194.57218571125716,0.30339198643205423
540,09-009,栃木県佐野市,栃木県,佐野市,44434.0,2.060656254219742,6.691110410946574,6.568854930908765,79.3060044110366,123.25995859026871,0.32496511680244855
541,09-048,栃木県塩谷町,栃木県,塩谷町,90.0,0.6,4.4,2.0,31.0,103.0,0.3
542,09-024,栃木県壬生町,栃木県,壬生町,10628.0,4.180532555513738,8.810519382762514,10.248400451637185,71.9206812194204,160.02945050809183,0.3
543,09-022,栃木県大田原市,栃木県,大田原市,10455.0,1.3161166905786705,9.148130081300812,5.784103299856528,46.88522238163558,126.26111908177906,0.3
544,09-001,栃木県宇都宮市,栃木県,宇都宮市,40187.0,1.6986846492646874,7.810894070221712,19.769067111254884,56.63393634757509,119.42374399681489,0.2
545,09-013,栃木県小山市,栃木県,小山市,1143.0,1.4,20.0,20.0,30.0,81.0,0.3
546,09-038,栃木県岩舟町,栃木県,岩舟町,7042.0,1.5742686736722522,13.742686736722522,13.742686736722522,91.9528543027549,194.85373473445043,0.2742686736722522
547,09-030,栃木県日光市(中宮祠地区),栃木県,日光市(中宮祠地区),2878.0,0.1669909659485754,8.0,5.0,34.0,81.0,0.7
548,09-006,栃木県日光市(今市),栃木県,日光市(今市),17397.0,0.5091510030465023,6.184543312065299,3.289705121572685,41.52100936943151,108.91981376099328,0.38705523940909353
549,09-007,栃木県日光市(日光),栃木県,日光市(日光),14640.0,0.31775273224043715,4.021051912568306,2.346379781420765,26.21051912568306,79.54337431693989,0.3081693989071039
550,09-028,栃木県栃木市(大平),栃木県,栃木市(大平),10996.0,2.6515514732630048,10.88310294652601,13.364978173881413,86.31029465260094,171.5637504547108,0.3
551,09-020,栃木県栃木市(栃木),栃木県,栃木市(栃木),25173.0,2.084010249076391,6.766130377785722,5.807023398085249,64.1167520756366,128.20394867516785,0.30000000000000004
552,09-041,栃木県栃木市(藤岡),栃木県,栃木市(藤岡),5398.0,0.049999999999999996,19.891218969988888,4.729140422378659,35.71619118191923,114.32160059281215,0.7674138569840682
553,09-053,栃木県栃木市(西方),栃木県,栃木市(西方),1896.0,1.4260970464135019,5.691033755274262,3.0062763713080165,34.12552742616034,72.15242616033755,0.3
554,09-047,栃木県栃木市(都賀),栃木県,栃木市(都賀),5831.0,1.7134556679814783,5.0,3.6818041502315215,48.34556679814783,94.60932944606414,0.3
555,09-016,栃木県真岡市,栃木県,真岡市,17913.0,4.081159493105566,9.155049405459721,9.42920225534528,61.78563054764696,154.41243789426673,0.3
556,09-051,栃木県真岡市(二宮),栃木県,真岡市(二宮),2137.0,7.950000000000001,9.1,14.5,106.0,238.0,0.3
557,09-017,栃木県矢板市,栃木県,矢板市,14261.0,1.0045648972722812,5.494888156510763,2.695855830586915,48.17831849098941,108.30124114718463,0.40758011359652196
559,09-018,栃木県茂木町,栃木県,茂木町,2053.0,1.2,9.8,11.0,54.0,117.0,0.3
560,09-002,栃木県足利市,栃木県,足利市,57880.0,2.2005661713890805,12.912332411886663,8.24389599170698,70.52007601935038,137.2233413959917,0.22470801658604006
562,09-057,栃木県那須塩原市,栃木県,那須塩原市,6071.0,1.0240602866084665,4.588156811069017,1.673151045956185,51.854554439136884,70.31790479327952,0.3
